experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX292602,ERR319462,SAMEA2058428,SAMEA2058428,ERS223193,ILLUMINA,Illumina HiSeq 2000,7314385,PAIRED,206.0,WGS,GENOMIC,RANDOM,1679247.0,335849400.0,Wellcome Sanger Institute,110517008;115492322,,,,2011-01-01,Cambodia,Illumina HiSeq 2000 paired end sequencing,False,2013-07-31,False,,blood,,Typhi,Typhi,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW61-sc-2013-03-15T12:57:32Z-1584061,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,disease: typhoid fever,,,,,,,,,9870_8#61,,,,,,,,,2011,
SRX4083564,SRR7165455,SAMN09209832,SAMN09209832,SRS3300610,ILLUMINA,Illumina HiSeq 2500,345420,PAIRED,,WGS,GENOMIC,RANDOM,1699272.0,335878151.0,,102389700;105770575,,,PHE,2014-04-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-17,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,345420.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 345420,,,,,,,,,Apr-2014,
ERX310906,ERR338001,SAMEA2059022,SAMEA2059022,ERS223345,ILLUMINA,Illumina HiSeq 2000,7341363,PAIRED,240.0,WGS,GENOMIC,RANDOM,1680345.0,336069000.0,Wellcome Sanger Institute,115681235;121550110,,,,2006-01-01,South Africa,Illumina HiSeq 2000 paired end sequencing,False,2013-09-03,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW213-sc-2013-03-15T13:00:32Z-1584215,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10071_3#25,,,,,,,,,2006,
ERX330404,ERR357632,SAMEA2150340,SAMEA2150340,ERS325162,ILLUMINA,Illumina HiSeq 2000,7940773,PAIRED,207.0,WGS,GENOMIC,RANDOM,3361132.0,336113200.0,Wellcome Sanger Institute,103930243;108933613,,,,2011-01-01,Nepal,Illumina HiSeq 2000 paired end sequencing,False,2013-10-21,False,,blood,,Typhi,Typhi,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW552-sc-2013-07-15T10:32:38Z-1661579,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,disease: typhoid fever,,,,,,,,,10561_1#57,,,,,,,,,2011,
ERX325273,ERR352490,SAMEA2152068,SAMEA2152068,ERS326399,ILLUMINA,Illumina HiSeq 2000,7860751,PAIRED,277.0,WGS,GENOMIC,RANDOM,3361384.0,336138400.0,Wellcome Sanger Institute,111197264;112564331,,,,1998-01-01,Papua New Guinea,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW194-sc-2013-07-16T14:09:39Z-1667491,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10493_1#65,,,,,,,,,1998,
SRX6044204,SRR9274073,SAMN12023912,SAMN12023912,SRS4947329,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1679629.0,336150953.0,,106360202;109141469,,,PHE,2019-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-06-13,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,752170.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 752170,,,,,,,,,2019-05,
SRX988838,SRR1967001,SAMN03477079,SAMN03477079,SRS903624,ILLUMINA,Illumina HiSeq 2500,38434,PAIRED,,WGS,GENOMIC,RANDOM,1743792.0,336217074.0,PHE,96114611;96046649,,,PHE,2014-08-01,United Kingdom: North of England,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,38434.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp I enterica serovar Typhi 38434,,,,,,,,,2014-08,
SRX6044076,SRR9273937,SAMN12023570,SAMN12023570,SRS4947203,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1688810.0,336303037.0,,99904484;104498396,,,PHE,2019-06-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-06-13,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,756216.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 756216,,,,,,,,,2019-06,
ERX310894,ERR337989,SAMEA2059018,SAMEA2059018,ERS223333,ILLUMINA,Illumina HiSeq 2000,7341409,PAIRED,240.0,WGS,GENOMIC,RANDOM,1682042.0,336408400.0,Wellcome Sanger Institute,116804425;121754025,,,,2012-01-01,Bangladesh,Illumina HiSeq 2000 paired end sequencing,False,2013-09-03,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW201-sc-2013-03-15T13:00:17Z-1584203,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10071_3#13,,,,,,,,,2012,
ERX5046733,ERR5243672,SAMEA7993286,SAMEA7993286,ERS5680557,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,100.0,WGS,GENOMIC,unspecified,1717970.0,336449836.0,UNIVERSITY OF CAMBRDGE,119629931;140251039,,,,2009-01-01,Colombia,Illumina MiSeq paired end sequencing,False,2021-04-04,False,,blood,,,,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,COL_INS_S_Ty343_320_09,UNIVERSITY OF CAMBRDGE,,,,,,homo sapien,9606.0,diseased,,,,,,,,,Colombia,,,,,,,,,2009,
SRX8783562,SRR12278729,SAMN15356736,SAMN15356736,SRS7052305,ILLUMINA,Illumina MiniSeq,575_85,PAIRED,,WGS,GENOMIC,PCR,1152083.0,336466298.0,SUB7736818,79895060;84795347,,,,1985-01-01,Rwanda: Huye,Illumina MiniSeq sequencing; WGS of Salmonella Typhi: Blood sample,False,2021-04-01,False,,blood,2.0086 S 30.1358 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,575_85,SUB7736818,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|jrutanga on 2021-04-01; Salmonella enterica subsp. enterica serovar Typhi,,,,,,-2.0086,30.1358,,1985,
SRX2780009,SRR5500496,SAMN06885590,SAMN06885590,SRS2163104,ILLUMINA,Illumina HiSeq 2500,182073,PAIRED,,WGS,GENOMIC,RANDOM,1682616.0,336523200.0,,104705480;106909980,,,PHE,2015-10-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-05-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,182073.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 182073,,,,,,,,,2015-10,
SRX3145052,SRR5989313,SAMN07572197,SAMN07572197,SRS2477325,ILLUMINA,Illumina HiSeq 2500,220513,PAIRED,,WGS,GENOMIC,RANDOM,1682857.0,336571400.0,,106187841;109383770,,,PHE,2016-02-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-11-09,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,220513.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 220513,,,,,,,,,Feb-2016,
SRX4083722,SRR7165613,SAMN09209984,SAMN09209984,SRS3300723,ILLUMINA,Illumina HiSeq 2500,110956,PAIRED,,WGS,GENOMIC,RANDOM,1683322.0,336664400.0,,110375641;112286903,,,PHE,2015-04-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-17,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,110956.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 110956,,,,,,,,,Apr-2015,
SRX4083706,SRR7165597,SAMN09209910,SAMN09209910,SRS3300707,ILLUMINA,Illumina HiSeq 2500,376105,PAIRED,,WGS,GENOMIC,RANDOM,1704969.0,336743940.0,,100770849;105559193,,,PHE,2017-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-17,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,376105.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 376105,,,,,,,,,May-2017,
SRX7581559,SRR10914142,SAMN13881594,SAMN13881594,SRS6015289,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1681197.0,336750762.0,,102492098;106082453,,,PHE,2020-01-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2020-01-20,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,873461.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 873461,,,,,,,,,2020-01,
ERX325256,ERR352473,SAMEA2154531,SAMEA2154531,ERS326350,ILLUMINA,Illumina HiSeq 2000,7860832,PAIRED,277.0,WGS,GENOMIC,RANDOM,3368124.0,336812400.0,Wellcome Sanger Institute,111186028;112437006,,,,2010-01-01,Indonesia,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW145-sc-2013-07-16T14:08:52Z-1667441,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10493_1#48,,,,,,,,,2010,
SRX2780034,SRR5500521,SAMN06885622,SAMN06885622,SRS2163130,ILLUMINA,Illumina HiSeq 2500,142681,PAIRED,,WGS,GENOMIC,RANDOM,1684439.0,336887800.0,,110529075;110129817,,,PHE,2015-08-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-05-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,142681.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 142681,,,,,,,,,Aug-2015,
SRX6031782,SRR9261342,SAMN12009683,SAMN12009683,SRS4935352,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1685201.0,337004647.0,,105399278;108731067,,,PHE,2019-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-06-12,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,751529.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 751529,,,,,,,,,2019-05,
SRX5312611,SRR8508953,SAMN10848559,SAMN10848559,SRS4309839,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1683032.0,337045801.0,,99633698;107047190,,,PHE,2019-01-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-02-01,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,673633.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 673633,,,,,,,,,2019-01,
SRX990404,SRR1968567,SAMN03478660,SAMN03478660,SRS905198,ILLUMINA,Illumina HiSeq 2500,56108,PAIRED,,WGS,GENOMIC,RANDOM,1758070.0,337048158.0,PHE,96836983;97784753,,,PHE,2014-09-01,United Kingdom: South of England,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,56108.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp I enterica serovar Typhi 56108,,,,,,,,,2014-09,
SRX14470653,SRR18334353,SAMN26680519,SAMN26680519,SRS12272944,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1689373.0,337127316.0,,106609378;109302869,,,PHE,2022-03-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2022-03-20,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,1595753.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 1595753,,,,,,,,,2022-03,
ERX325616,ERR352928,SAMEA2157394,SAMEA2157394,ERS326427,ILLUMINA,Illumina HiSeq 2000,7863415,PAIRED,237.0,WGS,GENOMIC,RANDOM,3371540.0,337154000.0,Wellcome Sanger Institute,103157281;110486645,,,,1992-01-01,Fiji,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW222-sc-2013-07-16T14:10:06Z-1667519,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10541_2#44,,,,,,,,,1992,
ERX333346,ERR360575,SAMEA1930174,SAMEA1930174,ERS330833,ILLUMINA,Illumina HiSeq 2000,7995794,PAIRED,199.0,WGS,GENOMIC,RANDOM,3371900.0,337190000.0,Wellcome Sanger Institute,109436149;116594796,,,,2000-01-01,Morocco,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,FXVW033-sc-2013-07-29T13:47:01Z-1670998,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10593_2#45,,,,,,,,,2000,
SRX987882,SRR1966037,SAMN03476124,SAMN03476124,SRS902816,ILLUMINA,Illumina HiSeq 2500,65320,PAIRED,,WGS,GENOMIC,RANDOM,1699208.0,337263274.0,PHE,91719840;95700741,,,PHE,2014-08-01,United Kingdom: London,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,65320.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp I enterica serovar Typhi 65320,,,,,,,,,2014-08,
ERX310941,ERR338036,SAMEA2056203,SAMEA2056203,ERS223380,ILLUMINA,Illumina HiSeq 2000,7341403,PAIRED,240.0,WGS,GENOMIC,RANDOM,1686436.0,337287200.0,Wellcome Sanger Institute,116773395;122659605,,,,2012-01-01,South Africa,Illumina HiSeq 2000 paired end sequencing,False,2013-09-03,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW248-sc-2013-03-15T13:01:12Z-1584250,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10071_3#60,,,,,,,,,2012,
ERX304279,ERR331350,SAMEA2055261,SAMEA2055261,ERS223559,ILLUMINA,Illumina HiSeq 2000,7346860,PAIRED,240.0,WGS,GENOMIC,RANDOM,1686490.0,337298000.0,Wellcome Sanger Institute,121814564;125848538,,,,2004-01-01,Laos,Illumina HiSeq 2000 paired end sequencing,False,2013-08-27,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW427-sc-2013-03-15T13:04:38Z-1584431,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10060_6#53,,,,,,,,,2004,
SRX3145028,SRR5989289,SAMN07572175,SAMN07572175,SRS2477301,ILLUMINA,Illumina HiSeq 2500,221701,PAIRED,,WGS,GENOMIC,RANDOM,1687159.0,337431800.0,,110318011;110203458,,,PHE,2016-02-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-11-09,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,221701.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 221701,,,,,,,,,Feb-2016,
SRX989305,SRR1967468,SAMN03477558,SAMN03477558,SRS904089,ILLUMINA,Illumina HiSeq 2500,13864,PAIRED,,WGS,GENOMIC,RANDOM,1761636.0,337480675.0,PHE,96621065;98122007,,,PHE,2014-05-01,United Kingdom: North of England,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,13864.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. CR0044 serovar Typhi 13864,,,,,,,,,2014-05,
ERX333711,ERR360940,SAMEA2146149,SAMEA2146149,ERS327549,ILLUMINA,Illumina HiSeq 2000,7995917,PAIRED,208.0,WGS,GENOMIC,RANDOM,3375424.0,337542400.0,Wellcome Sanger Institute,105869272;109249267,,,,2012-01-01,Cambodia,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,blood,,Typhi,Typhi,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW993-sc-2013-07-18T13:24:48Z-1668883,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,disease: typhoid fever,,,,,,,,,10608_2#63,,,,,,,,,2012,
ERX326117,ERR353334,SAMEA1966512,SAMEA1966512,ERS325054,ILLUMINA,Illumina HiSeq 2000,7863441,PAIRED,237.0,WGS,GENOMIC,RANDOM,3376012.0,337601200.0,Wellcome Sanger Institute,102953262;111248208,,,,1988-01-01,Argentina,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,ST1625_88-sc-2013-07-15T10:31:03Z-1661407,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10541_1#62,,,,,,,,,1988,
SRX992018,SRR1970202,SAMN03480278,SAMN03480278,SRS906777,ILLUMINA,Illumina HiSeq 2500,5902,PAIRED,,WGS,GENOMIC,RANDOM,1809106.0,337686663.0,PHE,96284085;96275884,,,PHE,2014-04-01,United Kingdom: South of England,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,5902.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. CR0044 serovar Typhi 5902,,,,,,,,,2014-04,
SRX7842911,SRR11231028,SAMN14271104,SAMN14271104,SRS6249000,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1731549.0,337705377.0,,104465240;107436657,,,PHE,2020-02-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2020-03-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,895956.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 895956,,,,,,,,,2020-02,
ERX330444,ERR357672,SAMEA2147498,SAMEA2147498,ERS326219,ILLUMINA,Illumina HiSeq 2000,7943885,PAIRED,216.0,WGS,GENOMIC,RANDOM,3377222.0,337722200.0,Wellcome Sanger Institute,105499376;110055123,,,,2009-01-01,Samoa,Illumina HiSeq 2000 paired end sequencing,False,2013-10-21,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW014-sc-2013-07-16T14:06:41Z-1667309,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10562_2#3,,,,,,,,,2009,
ERX333361,ERR360590,SAMEA1930189,SAMEA1930189,ERS330848,ILLUMINA,Illumina HiSeq 2000,7995784,PAIRED,199.0,WGS,GENOMIC,RANDOM,3378174.0,337817400.0,Wellcome Sanger Institute,109395111;116198339,,,,2001-01-01,Turkey,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,FXVW048-sc-2013-07-29T13:47:17Z-1671013,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10593_2#60,,,,,,,,,2001,
ERX325134,ERR352351,SAMEA2147412,SAMEA2147412,ERS326245,ILLUMINA,Illumina HiSeq 2000,7860683,PAIRED,274.0,WGS,GENOMIC,RANDOM,3378914.0,337891400.0,Wellcome Sanger Institute,102961887;112768457,,,,2012-01-01,India,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW040-sc-2013-07-16T14:07:08Z-1667335,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10492_1#12,,,,,,,,,2012,
SRX4082200,SRR7163922,SAMN09207674,SAMN09207674,SRS3299417,ILLUMINA,Illumina HiSeq 2500,455108,PAIRED,,WGS,GENOMIC,RANDOM,1972850.0,337929853.0,,106246176;108538457,,,PHE,2017-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-16,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,366321.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 366321,,,,,,,,,May-2017,
SRX3115948,SRR5957753,SAMN07542343,SAMN07542343,SRS2450896,ILLUMINA,Illumina HiSeq 2500,302604,PAIRED,,WGS,GENOMIC,RANDOM,1695467.0,338182172.0,,99537774;102925914,,,PHE,2016-09-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-11-09,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,302604.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 302604,,,,,,,,,Sep-2016,
SRX4083576,SRR7165467,SAMN09209827,SAMN09209827,SRS3300624,ILLUMINA,Illumina HiSeq 2500,268672,PAIRED,,WGS,GENOMIC,RANDOM,1710572.0,338219875.0,,105298424;108618688,,,PHE,2016-06-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-17,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,268672.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 268672,,,,,,,,,Jun-2016,
ERX187316,ERR212651,SAMEA1571937,SAMEA1571937,ERS158589,ILLUMINA,Illumina HiSeq 2000,5873430,PAIRED,250.0,WGS,GENOMIC,RANDOM,1691742.0,338348400.0,Wellcome Sanger Institute,103157452;114136359,,,,2008-01-01,Kenya,Illumina HiSeq 2000 paired end sequencing,False,2012-12-18,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,Ke466-sc-2012-07-27T11:53:58Z-1458322,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,8525_3#45,,,,,,,,,2008,
ERX1879727,ERR1817148,SAMEA78817918,SAMEA78817918,ERS1543205,ILLUMINA,Illumina HiSeq 2500,313458,PAIRED,500.0,WGS,GENOMIC,RANDOM,1710155.0,338419320.0,University Hospital Galway,107184065;111927458,,,,2016-01-01,Ireland,Illumina HiSeq 2500 paired end sequencing,False,2017-02-03,False,,Human,,Typhi,Typhi,,,Subsp. I,,90370,Salmonella enterica subsp. enterica serovar Typhi,MS160319,University Hospital Galway,,,,,,Homo sapiens,9606.0,,,,,,,,,,MS160319,,,,,,,,,2016,
SRX4083509,SRR7165400,SAMN09209742,SAMN09209742,SRS3300557,ILLUMINA,Illumina HiSeq 2500,369981,PAIRED,,WGS,GENOMIC,RANDOM,1707592.0,338448135.0,,105136687;108819771,,,PHE,2017-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-05-17,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,369981.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 369981,,,,,,,,,May-2017,
ERX325596,ERR352908,SAMEA2158362,SAMEA2158362,ERS326381,ILLUMINA,Illumina HiSeq 2000,7863460,PAIRED,237.0,WGS,GENOMIC,RANDOM,3384626.0,338462600.0,Wellcome Sanger Institute,103038756;110207665,,,,2002-01-01,Papua New Guinea,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW176-sc-2013-07-16T14:09:22Z-1667472,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10541_2#24,,,,,,,,,2002,
ERX325192,ERR352409,SAMEA2162023,SAMEA2162023,ERS326466,ILLUMINA,Illumina HiSeq 2000,7860714,PAIRED,274.0,WGS,GENOMIC,RANDOM,3385120.0,338512000.0,Wellcome Sanger Institute,103068545;111964872,,,,2011-01-01,Iraq,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW261-sc-2013-07-16T14:10:43Z-1667558,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10492_1#70,,,,,,,,,2011,
SRX10522678,SRR14154038,SAMN18350983,SAMN18350983,SRS8646191,ILLUMINA,Illumina MiSeq,PNCS005446,PAIRED,,WGS,GENOMIC,RANDOM,843885.0,338693938.0,,102388330;124309491,,,PHAC,2018-01-01,Canada,Illumina MiSeq sequencing,False,2021-04-07,False,,stool,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNCS005446,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|pulsenet_canada on 2021-04-07; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,2018,
ERX325222,ERR352439,SAMEA2154159,SAMEA2154159,ERS326240,ILLUMINA,Illumina HiSeq 2000,7860804,PAIRED,277.0,WGS,GENOMIC,RANDOM,3387658.0,338765800.0,Wellcome Sanger Institute,112357884;113686360,,,,2011-01-01,India,Illumina HiSeq 2000 paired end sequencing,False,2013-10-14,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,KHVW035-sc-2013-07-16T14:07:03Z-1667330,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10493_1#14,,,,,,,,,2011,
