experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX2260703,ERR2206345,SAMEA104408277,SAMEA104408277,ERS2026219,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,706077.0,334071434.0,University of Southampton,130794029;148736736,,,,2009-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3119,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3119,,,,,,50.93292,-1.434724,,2009-01,
ERX2260707,ERR2206349,SAMEA104408281,SAMEA104408281,ERS2026223,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,733129.0,334373708.0,University of Southampton,122207919;136236321,,,,2009-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3162,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3162,,,,,,50.93292,-1.434724,,2009-01,
ERX2260704,ERR2206346,SAMEA104408278,SAMEA104408278,ERS2026220,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,719996.0,334581035.0,University of Southampton,121196941;134125715,,,,2009-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3149,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3149,,,,,,50.93292,-1.434724,,2009-01,
ERX3291132,ERR3264488,SAMEA5379242,SAMEA5379242,ERS3185831,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,733519.0,334654990.0,University of Southampton,115167392;127244834,,,,2012-01-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,149,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,149,,,,,,,,,2012-01-30,
SRX12367188,SRR16080701,SAMN21850756,SAMN21850756,SRS10338357,ILLUMINA,Illumina MiSeq,M24931_WGS,PAIRED,,WGS,GENOMIC,RANDOM,669965.0,334982500.0,SUB10407804,112106994;121895868,,,United States government,2012-01-01,USA,Illumina MiSeq sequencing; WGS of M24931,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M24931,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2012,
SRX1715127,SRR3404594,SAMN04870386,SAMN04870386,SRS1404383,ILLUMINA,Illumina HiSeq 2500,Hi_S611,PAIRED,,WGS,GENOMIC,RANDOM,1729514.0,334990541.0,,140519384;143633357,,,PathWest Laboratory Medicine,2001-01-01,Australia: Western Australia,Illumina HiSeq 2500 sequencing; Sequencing of Haemophilus spp.  isolates containing ICEHin1056,False,2017-05-20,False,,,,,,,,,,727,Haemophilus influenzae,Hi_S611,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|dsarovich on 2017-05-03; Haemophilus influenzae,,,,,,,,,2001/2013,
ERX3291549,ERR3264905,SAMEA5380519,SAMEA5380519,ERS3187106,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,734930.0,335382040.0,University of Southampton,117329090;123979904,,,,2012-05-16,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1446,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1446,,,,,,,,,2012-05-16,
SRX14456369,SRR18318970,SAMN26645716,SAMN26645716,SRS12261827,ILLUMINA,Illumina HiSeq 2500,M40907,PAIRED,,WGS,GENOMIC,RANDOM,674305.0,335630780.0,SUB11096711,104474425;112237967,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40907,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40907,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332182,ERR3306133,SAMEA5379791,SAMEA5379791,ERS3186379,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,757311.0,335977484.0,University of Southampton,124635100;133572509,,,,2011-11-16,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,702,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,702,,,,,,,,,2011-11-16,
ERX2260898,ERR2206540,SAMEA104408472,SAMEA104408472,ERS2026414,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,712978.0,336514306.0,University of Southampton,117274619;140521526,,,,2012-03-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,6249,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,6249,,,,,,50.93292,-1.434724,,2012-03,
SRX6094448,SRR9327613,SAMN11658606,SAMN11658606,SRS4995430,ILLUMINA,Illumina MiSeq,Strain 18,PAIRED,,WGS,GENOMIC,RANDOM,563159.0,336651606.0,,130586909;140969470,,,,2007-01-01,Canada,Illumina MiSeq sequencing,False,2019-06-20,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 18,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2019-06-20; Haemophilus influenzae,,,,,,,,,2007,
ERX2260700,ERR2206342,SAMEA104408274,SAMEA104408274,ERS2026216,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,712307.0,336770546.0,University of Southampton,121592513;135881058,,,,2008-12-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3068,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3068,,,,,,50.93292,-1.434724,,2008-12,
SRX14456531,SRR18319152,SAMN26645566,SAMN26645566,SRS12261989,ILLUMINA,Illumina HiSeq 2500,M41398,PAIRED,,WGS,GENOMIC,RANDOM,671303.0,336994106.0,SUB11096711,116520449;130290237,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41398,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41398,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX6601747,SRR9847027,SAMN12374914,SAMN12374914,SRS5166809,ILLUMINA,Illumina MiSeq,M25882,PAIRED,,WGS,GENOMIC,RANDOM,674397.0,337272751.0,SUB6080710,114258840;145956654,,,US State Health Department,2013-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M25882) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M25882,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2013,
SRX4576188,SRR7719279,SAMN09845278,SAMN09845278,SRS3690813,ILLUMINA,Illumina HiSeq 2500,60373_P2 NP Hi3 WGS,PAIRED,,WGS,GENOMIC,RANDOM,1738020.0,337495702.0,SUB4408648,146182499;143251369,,,Menzies School of Health Research,2009-01-01,Australia: Northern Territory,Illumina HiSeq 2500 sequencing; WGS of nontypeable Haemophilus influenzae: Bronchoalveolar lavage (BAL) isolate,False,2019-04-17,False,,nasopharynx,,,,,,,,727,Haemophilus influenzae,60373_P2 NP Hi3,SUB4408648,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|spidermine63@gmail.com on 2019-04-16; Haemophilus influenzae,,,,,,,,,2009,
ERX3331990,ERR3305940,SAMEA5379599,SAMEA5379599,ERS3186187,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,738575.0,337593747.0,University of Southampton,116469298;126575261,,,,2011-11-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,508,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,508,,,,,,,,,2011-11-30,
ERX2260812,ERR2206454,SAMEA104408386,SAMEA104408386,ERS2026328,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,731768.0,337783425.0,University of Southampton,122783999;144379787,,,,2011-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,5122,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,5122,,,,,,50.93292,-1.434724,,2011-01,
SRX14456215,SRR18319124,SAMN26645595,SAMN26645595,SRS12261674,ILLUMINA,Illumina HiSeq 2500,M41350,PAIRED,,WGS,GENOMIC,RANDOM,673556.0,338125112.0,SUB11096711,120274570;134800360,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41350,False,2022-03-18,False,,CSF,,,,,,,,727,Haemophilus influenzae,M41350,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX14456551,SRR18319132,SAMN26645588,SAMN26645588,SRS12262009,ILLUMINA,Illumina HiSeq 2500,M41359,PAIRED,,WGS,GENOMIC,RANDOM,673600.0,338147200.0,SUB11096711,117129498;128921724,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41359,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41359,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3291130,ERR3264486,SAMEA5379240,SAMEA5379240,ERS3185829,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,739359.0,339390286.0,University of Southampton,115984694;128199928,,,,2012-03-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,147,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,147,,,,,,,,,2012-03-05,
ERX3291057,ERR3264413,SAMEA5379167,SAMEA5379167,ERS3185756,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,785128.0,339474565.0,University of Southampton,128781533;134427768,,,,2012-01-16,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,71,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,71,,,,,,,,,2012-01-16,
ERX3291220,ERR3264576,SAMEA5379330,SAMEA5379330,ERS3185919,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,775173.0,339593041.0,University of Southampton,126046928;133178905,,,,2011-12-19,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,237,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,237,,,,,,,,,2011-12-19,
SRX4551932,SRR7692491,SAMN07421938,SAMN07421938,SRS3669028,ILLUMINA,NextSeq 500,P663_ill,PAIRED,,WGS,GENOMIC,RANDOM,1231765.0,339701918.0,SUB4318277,123937109;122875397,,,Dra. Jose Fina Linares,2011-01-17,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,7216,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,17-Jan-2011,
ERX3291145,ERR3264501,SAMEA5379255,SAMEA5379255,ERS3185844,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,756367.0,340150709.0,University of Southampton,114427099;125250043,,,,2012-01-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,162,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,162,,,,,,,,,2012-01-30,
SRX12367181,SRR16080708,SAMN21850792,SAMN21850792,SRS10338349,ILLUMINA,Illumina MiSeq,M28562_WGS,PAIRED,,WGS,GENOMIC,RANDOM,680910.0,340455000.0,SUB10407804,115509021;126055541,,,United States government,2014-01-01,USA,Illumina MiSeq sequencing; WGS of M28562,False,2021-10-01,False,,,,,,,,,,727,Haemophilus influenzae,M28562,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2014,
ERX3332789,ERR3306743,SAMEA5380395,SAMEA5380395,ERS3186982,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,751091.0,340759041.0,University of Southampton,117442818;133784387,,,,2011-11-23,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1317,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1317,,,,,,,,,2011-11-23,
ERX3332587,ERR3306541,SAMEA5380193,SAMEA5380193,ERS3186780,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,739600.0,340761016.0,University of Southampton,112353042;128107750,,,,2012-02-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1105,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1105,,,,,,,,,2012-02-07,
SRX14456429,SRR18319254,SAMN26645694,SAMN26645694,SRS12261887,ILLUMINA,Illumina HiSeq 2500,M40959,PAIRED,,WGS,GENOMIC,RANDOM,679232.0,340974464.0,SUB11096711,121261103;130089368,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40959,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40959,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260826,ERR2206468,SAMEA104408400,SAMEA104408400,ERS2026342,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,732623.0,341059819.0,University of Southampton,121387379;141735302,,,,2011-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,5168,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,5168,,,,,,50.93292,-1.434724,,2011-01,
ERX3291454,ERR3264810,SAMEA5379565,SAMEA5379565,ERS3186153,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,791320.0,341382369.0,University of Southampton,125448290;138480304,,,,2012-02-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,474,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,474,,,,,,,,,2012-02-21,
SRX14456430,SRR18319253,SAMN26645695,SAMN26645695,SRS12261888,ILLUMINA,Illumina HiSeq 2500,M40957,PAIRED,,WGS,GENOMIC,RANDOM,681403.0,342064306.0,SUB11096711,121859995;129360201,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40957,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40957,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3331991,ERR3305941,SAMEA5379600,SAMEA5379600,ERS3186188,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,744375.0,342087880.0,University of Southampton,118071955;130661046,,,,2011-11-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,509,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,509,,,,,,,,,2011-11-30,
SRX4551981,SRR7692442,SAMN07421893,SAMN07421893,SRS3669059,ILLUMINA,NextSeq 500,P616_ill,PAIRED,,WGS,GENOMIC,RANDOM,1252291.0,342189706.0,SUB4318277,125035226;124476232,,,Dra. Jose Fina Linares,2013-02-11,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8647,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,11-Feb-2013,
ERX3291175,ERR3264531,SAMEA5379285,SAMEA5379285,ERS3185874,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,726264.0,342320195.0,University of Southampton,113367961;122134907,,,,2012-01-23,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,192,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,192,,,,,,,,,2012-01-23,
SRX14456535,SRR18319148,SAMN26645570,SAMN26645570,SRS12261993,ILLUMINA,Illumina HiSeq 2500,M41394,PAIRED,,WGS,GENOMIC,RANDOM,682265.0,342497030.0,SUB11096711,122296487;132482965,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41394,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41394,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX14456434,SRR18319249,SAMN26645743,SAMN26645743,SRS12261892,ILLUMINA,Illumina HiSeq 2500,M40866,PAIRED,,WGS,GENOMIC,RANDOM,682280.0,342504560.0,SUB11096711,120627601;130627009,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40866,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40866,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332027,ERR3305977,SAMEA5379636,SAMEA5379636,ERS3186224,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,749509.0,342557963.0,University of Southampton,115966275;127676225,,,,2012-05-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,545,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,545,,,,,,,,,2012-05-21,
SRX6601792,SRR9847326,SAMN12374782,SAMN12374782,SRS5166854,ILLUMINA,Illumina MiSeq,M39576,PAIRED,,WGS,GENOMIC,RANDOM,690262.0,342938444.0,SUB6080710,107081356;121224291,,,US State Health Department,2016-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M39576) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M39576,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2016,
SRX6095782,SRR9328950,SAMN11658647,SAMN11658647,SRS4996718,ILLUMINA,Illumina MiSeq,Strain 59,PAIRED,,WGS,GENOMIC,RANDOM,584318.0,343131619.0,,119924027;145791679,,,,2013-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 59,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2013,
ERX3332337,ERR3306288,SAMEA5379946,SAMEA5379946,ERS3186534,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,749328.0,343223570.0,University of Southampton,117368258;130780472,,,,2011-12-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,858,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,858,,,,,,,,,2011-12-05,
ERX2260945,ERR2206587,SAMEA104408519,SAMEA104408519,ERS2026461,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,723225.0,343437581.0,University of Southampton,128037740;140930420,,,,2013-03-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,7186,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,7186,,,,,,50.93292,-1.434724,,2013-03,
SRX14456422,SRR18319261,SAMN26645688,SAMN26645688,SRS12261880,ILLUMINA,Illumina HiSeq 2500,M41010,PAIRED,,WGS,GENOMIC,RANDOM,684320.0,343528640.0,SUB11096711,122444117;130342585,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41010,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41010,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332423,ERR3306377,SAMEA5380028,SAMEA5380028,ERS3186616,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,872952.0,343638338.0,University of Southampton,130320899;135395943,,,,2012-07-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,940,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,940,,,,,,,,,2012-07-30,
ERX3291448,ERR3264804,SAMEA5379559,SAMEA5379559,ERS3186147,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,780922.0,344032464.0,University of Southampton,126895281;138114218,,,,2012-02-29,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,468,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,468,,,,,,,,,2012-02-29,
SRX14456542,SRR18319141,SAMN26645576,SAMN26645576,SRS12262000,ILLUMINA,Illumina HiSeq 2500,M41386,PAIRED,,WGS,GENOMIC,RANDOM,685448.0,344094896.0,SUB11096711,121956778;130931062,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41386,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41386,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX4551922,SRR7692501,SAMN07421953,SAMN07421953,SRS3669017,ILLUMINA,NextSeq 500,P678_ill,PAIRED,,WGS,GENOMIC,RANDOM,1255680.0,344310003.0,SUB4318277,125390180;124627464,,,Dra. Jose Fina Linares,2003-03-23,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,2720,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,23-Mar-2003,
SRX12367385,SRR16080819,SAMN21850968,SAMN21850968,SRS10338553,ILLUMINA,Illumina MiSeq,SP201430797_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1148536.0,344520108.0,SUB10407804,99506479;100862742,,,"Laboratorio de Referencia e Investigacion en Resistencia a Antibioticos e Infecciones relacionadas con la Asistencia Sanitaria, Centro Nacional de Microbiologia, Instituto de Salud Carlos III, Majadahonda, Madrid, Spain",2014-01-01,Spain,Illumina MiSeq sequencing; WGS of SP201430797,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,SP201430797,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2014,
SRX6601864,SRR9847254,SAMN12374786,SAMN12374786,SRS5166926,ILLUMINA,Illumina MiSeq,M39546,PAIRED,,WGS,GENOMIC,RANDOM,690249.0,344521451.0,SUB6080710,109459899;126291175,,,US State Health Department,2016-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M39546) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M39546,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2016,
SRX14456444,SRR18319239,SAMN26645752,SAMN26645752,SRS12261902,ILLUMINA,Illumina MiSeq,M40850,PAIRED,,WGS,GENOMIC,RANDOM,686512.0,344629024.0,SUB11096711,114790915;137814349,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M40850,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40850,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
