experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
SRX14184757,SRR18032029,SAMN25989720,SAMN25989720,SRS12024115,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1506704.0,451735243.0,,84057200;87365465,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:3828d52f-a368-4c55-be3c-f2b3590e41d3,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX1033119,SRR2032860,SAMN03495971,SAMN03495971,SRS940717,ILLUMINA,NextSeq 500,GN02141,PAIRED,,WGS,GENOMIC,RANDOM,1508034.0,451753962.0,SUB943013,144187298;151281909,,,Vance Fowler,2003-01-01,USA,NextSeq 500 sequencing; Illumina NextSeq 500 Reads of KPC-producing Enterobacteriacea,False,2015-05-27,False,,,36.0 N 78.9 W,,,,,,,1812935,Enterobacter roggenkampii,Enterobacter asburiae GN02141,SUB943013,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|jmccorri on 2015-05-27; Enterobacter roggenkampii,,,,,,36.0,-78.9,,2003-01-01,
DRX055647,DRR061403,SAMD00052599,SAMD00052599,DRS032388,ILLUMINA,Illumina HiSeq 2500,,PAIRED,500.0,WGS,GENOMIC,size fractionation,1807515.0,451878750.0,UNI_NORTH_CAROLINA,129185872;124759794,,,,2014-01-01,USA,Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00052599,False,2016-07-16,False,,,,,,,,,,550,Enterobacter cloacae,DRS032388,UNI_NORTH_CAROLINA,,,,,Sequence analysis of clinical isolates,Homo sapiens,9606.0,,,,,,,,,,Genome of carbapenem-resistant Enterobacteriaceae strain HE-CRE04,,,,,,,,,2014,
SRX9234662,SRR12764138,SAMN16340111,SAMN16340111,SRS7468027,ILLUMINA,NextSeq 500,EB00020,PAIRED,,WGS,GENOMIC,RANDOM,1822878.0,451895678.0,SUB8253511,123864360;124720023,,,University of Pittsburgh Medical Center,2019-01-01,"USA: Pittsburgh, Pennsylvania",NextSeq 500 sequencing; Enhanced detection system for hospital associated transmission (EDS-HAT),False,2020-10-03,False,,rectal swab,40.44 N 79.97 W,,,,,,,1812935,Enterobacter roggenkampii,EB00020,SUB8253511,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mppacey on 2020-10-03; Enterobacter roggenkampii,,,,,,40.44,-79.97,,2019,
SRX9015848,SRR12525860,SAMN15913971,SAMN15913971,SRS7266729,ILLUMINA,NextSeq 500,GENC253,PAIRED,,WGS,GENOMIC,RANDOM,1505872.0,451965464.0,SUB8044293,136767043;137228429,,,,2018-12-01,Guadeloupe,NextSeq 500 sequencing; WGS sequence of Enterobacter cloacae complex,False,2020-10-14,False,,stool,16.23231 N 61.562878 W,,,,,xiangfangensis,,1296536,Enterobacter hormaechei subsp. xiangfangensis,Enterobacter hormaechei subsp. xiangfangensis GENC253,SUB8044293,,,,,,Goose,8847.0,,,,,,,,,,This sample has been submitted by pda|potm on 2020-10-14; Enterobacter hormaechei subsp. xiangfangensis,,,,,,16.23231,-61.562878,,2018-12,
SRX2558690,SRR5253116,SAMN06330154,SAMN06330154,SRS1975928,ILLUMINA,Illumina HiSeq 2500,KP0589,PAIRED,,WGS,GENOMIC,RANDOM,1808005.0,452001250.0,,196201023;189689943,,,Anne-Catrin Uhlemann,2012-01-01,USA:New York City,Illumina HiSeq 2500 sequencing; Genomic analysis of diversification and resistance of the predominant clinical Enterobacter cloacae clones in NYC,False,2017-06-01,False,,blood,40.72 N 73.94 W,,,,,,,550,Enterobacter cloacae,KP0589,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|wangzheng1984v@gmail.com on 2017-11-08; Enterobacter cloacae,,,,,,40.72,-73.94,,2012,
SRX14184909,SRR18032469,SAMN25988726,SAMN25988726,SRS12025648,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1507939.0,452024627.0,,95279128;99947586,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:cf7f1412-8ecb-4b00-8467-38fa8bd50324,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX6766294,SRR10030147,SAMN12619238,SAMN12619238,SRS5314224,ILLUMINA,Illumina MiSeq,CVM 45435,PAIRED,,WGS,GENOMIC,RANDOM,1170856.0,452056347.0,SUB6228117,168340841;197131762,,,"Food Micro Lab, Kansas State University",2018-01-01,USA:KS,Illumina MiSeq sequencing; WGS of Enterobacter cloacae: 2018 KSU S-5F6-2 Animal feed CVM 45435,False,2019-08-30,False,,Animal feed,,,,,,,,158836,Enterobacter hormaechei,CVM 45435,SUB6228117,,,,,,,,,,,,,,,,,This sample has been submitted by pda|fdacvm on 2019-08-29; Enterobacter hormaechei,,,,,,,,,2018,
ERX4795172,ERR4977461,SAMEA7707212,SAMEA7707212,ERS5463716,ILLUMINA,Illumina HiSeq 2500,unspecified,PAIRED,125.0,WGS,GENOMIC,unspecified,3744810.0,452242576.0,RIVM,164634566;174233109,,,,,Netherlands,Illumina HiSeq 2500 paired end sequencing,False,2020-12-31,False,,,,,,,,,,550,Enterobacter cloacae,RIVM_C007979,RIVM,,,,,,,,,,,,,,,,,RIVM_C007979,,,,,,,,,,
SRX8039805,SRR11462642,SAMN14516743,SAMN14516743,SRS6411719,ILLUMINA,NextSeq 550,L_RPF-18-0297-1,PAIRED,,WGS,GENOMIC,RANDOM,1650573.0,452252739.0,SUB7212069,132509816;136495117,,,DZIF_study_center: RPF-18-0297-1,2018-01-01,Germany: Freiburg,NextSeq 550 sequencing; WGS of RPF-18-0297-1,False,2020-04-14,False,,rectal swab,47.99 N 7.84 E,,,,,,,2723537,Enterobacter sp. RPF-18-0297-1,Sample_RPF-18-0297-1,SUB7212069,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|swapnil.doijad on 2020-04-14; Enterobacter sp. RPF-18-0297-1,,,,,,47.99,7.84,,2018,
SRX14183761,SRR18031249,SAMN25989073,SAMN25989073,SRS12025872,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1508669.0,452273684.0,,85396289;87914088,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:9b9a69d9-0caf-4828-9c85-66f5eb92e632,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX14183883,SRR18031127,SAMN25988884,SAMN25988884,SRS12023740,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1509447.0,452580362.0,,91057093;94099237,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:b7388480-5159-4801-8c65-6b41a44cf78d,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX8999966,SRR12509018,SAMN15868704,SAMN15868704,SRS7252624,ILLUMINA,Illumina MiSeq,ARLG-3288,PAIRED,,WGS,GENOMIC,RANDOM,985420.0,452838579.0,SUB7980761,164490342;142279177,,,MDRO network,2016-01-01,USA: South,Illumina MiSeq sequencing; Enterobacter cloacae,False,2020-08-25,False,,urine,,,,,,,,550,Enterobacter cloacae,ARLG-3288,SUB7980761,,,,,,Homo sapiens,9606.0,,,,,,,,,,ARLG-3288,,,,,,,,,2016,
SRX9015839,SRR12525869,SAMN15913980,SAMN15913980,SRS7266721,ILLUMINA,NextSeq 500,GENC375,PAIRED,,WGS,GENOMIC,RANDOM,1507159.0,452917273.0,SUB8044293,137383622;137892737,,,,2019-03-01,Guadeloupe,NextSeq 500 sequencing; WGS sequence of Enterobacter cloacae complex,False,2020-10-14,False,,stool,16.238407 N 61.52703 W,,,,,,,1812935,Enterobacter roggenkampii,Enterobacter roggenkampii GENC375,SUB8044293,,,,,,Periplaneta americana,6978.0,,,,,,,,,,This sample has been submitted by pda|potm on 2020-10-14; Enterobacter roggenkampii,,,,,,16.238407,-61.52703,,2019-03,
SRX7574049,SRR10905760,SAMN12250563,SAMN12250563,SRS5539289,ILLUMINA,NextSeq 500,AS012244,PAIRED,,WGS,GENOMIC,RANDOM,1567846.0,452973298.0,SUB6849245,141045515;145697277,,,Curetis GmbH,2015-08-19,USA,NextSeq 500 sequencing; WGS of Low Respiractory Tract Infection related species,False,2020-02-18,False,,lung,,,,,,,,299767,Enterobacter ludwigii,AS012244,SUB6849245,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|ines_ferreira on 2020-02-17; Enterobacter ludwigii,,,,,,,,,2015-08-19,
SRX12365667,SRR16079320,SAMN21590714,SAMN21590714,SRS10336939,ILLUMINA,Illumina MiSeq,E1014,PAIRED,,WGS,GENOMIC,size fractionation,1031497.0,453032082.0,SUB10422340,146653274;172762164,,,,,Singapore,Illumina MiSeq sequencing; Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015,False,2022-03-18,False,,,,,,,,,,550,Enterobacter cloacae,E1014,SUB10422340,,,,,,,,,,,,,,,,,This sample has been submitted by pda|cpteamwgs@gmail.com on 2022-03-18; Enterobacter cloacae,,,,,,,,,not collected,
SRX11155107,SRR14825477,SAMN19658545,SAMN19658545,SRS9216696,ILLUMINA,Illumina HiSeq 1000,120040,PAIRED,,WGS,GENOMIC,RANDOM,1518549.0,453088627.0,,128469374;131853989,,,University of Manitoba,2016-07-05,Canada: Manitoba,Illumina HiSeq 1000 sequencing,False,2021-06-17,False,,blood,,,,,,,,550,Enterobacter cloacae,120040,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-17; Enterobacter cloacae,,,,,,,,,2016-07-05,
SRX7653464,SRR10991960,SAMN12774073,SAMN12774073,SRS6082922,ILLUMINA,Illumina HiSeq 2000,,PAIRED,,WGS,GENOMIC,RANDOM,1500350.0,453105700.0,,120099936;135604596,,,Wythenshawe Hospital,2010-06-29,United Kingdom: Manchester,Illumina HiSeq 2000 sequencing,False,2020-02-07,False,,clinical sample,,,,,,,,550,Enterobacter cloacae,MMMOSAM:e01fec0f-c58e-4c02-9c82-e0d0ca25e2c7,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Illumina short read sequencing for investigation of a KPC carbapenemase outbreak,,,,,,,,,2010-06-29,
SRX8926145,SRR12430196,SAMN15680822,SAMN15680822,SRS7182379,ILLUMINA,NextSeq 500,GENC071,PAIRED,,WGS,GENOMIC,RANDOM,1513782.0,453146769.0,SUB7904641,133483410;134584946,,,,2018-06-01,Guadeloupe,NextSeq 500 sequencing; WGS sequence of Enterobacter hormaechei,False,2020-10-17,False,,urine,16.2371 N 61.52553 W,,,,,xiangfangensis,,1296536,Enterobacter hormaechei subsp. xiangfangensis,Enterobacter hormaechei subsp. xiangfangensis GENC071,SUB7904641,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|potm on 2020-08-12; Enterobacter hormaechei subsp. xiangfangensis,,,,,,16.2371,-61.52553,,2018-06,
ERX440125,ERR474294,SAMEA2273335,SAMEA2273335,ERS380730,ILLUMINA,Illumina HiSeq 2000,9135424,PAIRED,250.0,WGS,GENOMIC,RANDOM,2266992.0,453398400.0,Wellcome Sanger Institute,192630091;194116701,,,,2006-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0251-sc-1791888,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_6#15,,,,,,,,,2006,
SRX11832786,SRR15534433,SAMN20867104,SAMN20867104,SRS9846292,ILLUMINA,Illumina MiSeq,SRIL-ERO8,PAIRED,,WGS,GENOMIC,RANDOM,875807.0,453418877.0,SUB10053915,137971289;162084877,,,UMCG,2019-01-01,Netherlands: Groningen,Illumina MiSeq sequencing; Whole-genome short-read sequencing of E. roggenkampii,False,2021-08-25,False,,hospital drain,,,,,,,,1812935,Enterobacter roggenkampii,SAMNUERO80419,SUB10053915,,,,,,,,,,,,,,,,,This sample has been submitted by pda|fleresg on 2021-08-23; Enterobacter roggenkampii,,,,,,,,,2019,
SRX11143399,SRR14810473,SAMN19658523,SAMN19658523,SRS9205451,ILLUMINA,Illumina HiSeq 1000,114336,PAIRED,,WGS,GENOMIC,RANDOM,1508286.0,453517037.0,,126140094;130153200,,,University of Manitoba,2015-02-13,Canada: Nova Scotia,Illumina HiSeq 1000 sequencing,False,2021-06-15,False,,respiratory,,,,,,,,550,Enterobacter cloacae,114336,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-15; Enterobacter cloacae,,,,,,,,,2015-02-13,
SRX14184132,SRR18031468,SAMN25989327,SAMN25989327,SRS12023846,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1513537.0,453623953.0,,89381698;92585699,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:72e8246f-5ed4-4e9a-9467-d7a3fb934b48,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX3653250,SRR6676768,SAMN07610198,SAMN07610198,SRS2917558,ILLUMINA,Illumina MiSeq,UM_CRE_14,PAIRED,,WGS,GENOMIC,RANDOM,762197.0,453742653.0,SUB3593246,146536326;177760824,,,University of Michigan Health System,2013-02-01,USA: Michigan,Illumina MiSeq sequencing; UM_CRE_14 patient 13,False,2018-02-07,False,,respiratory,,,,,,,,550,Enterobacter cloacae,UM_CRE_14,SUB3593246,,,,,,Homo sapiens,9606.0,,,,,,,,,,missing,,,,,,,,,Feb-2013,
SRX12683163,SRR16479867,SAMN22329106,SAMN22329106,SRS10634300,ILLUMINA,Illumina MiSeq,2021DK-00123,PAIRED,,WGS,GENOMIC,RANDOM,964614.0,454242422.0,SUB10524717,142569867;168229844,,,,2021-01-01,USA,Illumina MiSeq sequencing; CDC HAI-Seq Gram-negative bacteria,False,2021-10-23,False,,rectal swab,,,,,,,,550,Enterobacter cloacae,2021DK-00123,SUB10524717,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mdoucette_madph on 2021-10-20; Enterobacter cloacae,,,,,,,,,2021,
SRX8039826,SRR11462621,SAMN14516762,SAMN14516762,SRS6411740,ILLUMINA,NextSeq 550,L_RPL-16-0036-1,PAIRED,,WGS,GENOMIC,RANDOM,2001709.0,454332071.0,SUB7212069,166176369;63892123,,,DZIF_study_center: RPL-16-0036-1,2016-01-01,Germany: Lubeck,NextSeq 550 sequencing; WGS of RPL-16-0036-1,False,2020-04-14,False,,rectal swab,53.86 N 10.6 E,,,,,,,2723556,Enterobacter sp. RPL-16-0036-1,Sample_RPL-16-0036-1,SUB7212069,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|swapnil.doijad on 2020-04-14; Enterobacter sp. RPL-16-0036-1,,,,,,53.86,10.6,,2016,
SRX9619808,SRR13181753,SAMN16980966,SAMN16980966,SRS7821985,ILLUMINA,Illumina MiSeq,2018HL-00764,PAIRED,,WGS,GENOMIC,RANDOM,1030921.0,454392518.0,SUB8675805,142391700;151158230,,,,2018-01-01,USA,Illumina MiSeq sequencing; Illumina sequencing of 2018HL-00764,False,2020-12-03,False,,respiratory isolate,,,,,,,,550,Enterobacter cloacae,2018HL-00764,SUB8675805,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|whaasny on 2020-12-03; Enterobacter cloacae,,,,,,,,,2018,
SRX14330423,SRR18183466,SAMN26342602,SAMN26342602,SRS12146017,ILLUMINA,Illumina HiSeq 2500,45521-20,PAIRED,,WGS,GENOMIC,RANDOM,1671495.0,454675692.0,SUB11144640,131277675;135760357,,,Stephen Cole,2020-01-01,USA:PA,Illumina HiSeq 2500 sequencing; WGS of Ent. cloacae,False,2022-03-04,False,,feces,39.95 N 75.16 W,,,,,,,550,Enterobacter cloacae,45521-20,SUB11144640,,,,,,,,,,,,,,,,,Pathogen: environmental/food/other sample from Enterobacter cloacae,,,,,,39.95,-75.16,,2020,
SRX14298617,SRR18150831,SAMN26275656,SAMN26275656,SRS12115636,ILLUMINA,Illumina HiSeq 2500,44521-20,PAIRED,,WGS,GENOMIC,RANDOM,1671495.0,454675692.0,SUB11131086,131277672;135760349,,,Stephen Cole,2020-01-01,USA: PA,Illumina HiSeq 2500 sequencing; WGS of E. cloacae,False,2022-02-27,False,,feces,39.95 N 75.16 W,,,,,,,550,Enterobacter cloacae,44521-20,SUB11131086,,,,,,,,,,,,,,,,,This sample has been submitted by pda|sdcolewmo9 on 2022-02-27; Enterobacter cloacae,,,,,,39.95,-75.16,,2020,
SRX11148893,SRR14816762,SAMN19658532,SAMN19658532,SRS9210550,ILLUMINA,Illumina HiSeq 1000,116948,PAIRED,,WGS,GENOMIC,RANDOM,1517179.0,454763828.0,,125805040;129290162,,,University of Manitoba,2015-08-21,Canada: Ontario,Illumina HiSeq 1000 sequencing,False,2021-06-16,False,,respiratory,,,,,,,,550,Enterobacter cloacae,116948,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-16; Enterobacter cloacae,,,,,,,,,2015-08-21,
ERX452003,ERR486171,SAMEA2273203,SAMEA2273203,ERS380598,ILLUMINA,Illumina HiSeq 2000,9158173,PAIRED,250.0,WGS,GENOMIC,RANDOM,2274480.0,454896000.0,Wellcome Sanger Institute,198008446;197478392,,,,2003-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0103-sc-1791736,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12045_4#74,,,,,,,,,2003,
SRX1455092,SRR2965619,SAMN03733834,SAMN03733834,SRS1182695,ILLUMINA,Illumina HiSeq 2000,C00021497,PAIRED,,WGS,GENOMIC,RANDOM,1506629.0,455001958.0,,134436253;158355154,,,Clinical Microbiology University of Virginia Health System,2012-08-01,USA:Virginia,Illumina HiSeq 2000 sequencing; Whole genome sequencing of KPC-producing Enterobacteriaceae,False,2015-12-07,False,,Perirectal,38.14 N 78.45 W,,,,,,,550,Enterobacter cloacae,Enterobacter cloacae KPC-producing clinical isolate CAV1667,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|annasheppard on 2015-12-01; Enterobacter cloacae,,,,,,38.14,-78.45,,2012-08,
SRX11143403,SRR14810469,SAMN19658517,SAMN19658517,SRS9205454,ILLUMINA,Illumina HiSeq 1000,110984,PAIRED,,WGS,GENOMIC,RANDOM,1514359.0,455005597.0,,127689315;131393739,,,University of Manitoba,2014-07-04,Canada: Ontario,Illumina HiSeq 1000 sequencing,False,2021-06-15,False,,blood,,,,,,,,550,Enterobacter cloacae,110984,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-15; Enterobacter cloacae,,,,,,,,,2014-07-04,
SRX11353127,SRR15042473,SAMN19658411,SAMN19658411,SRS9400068,ILLUMINA,Illumina HiSeq 1000,84895,PAIRED,,WGS,GENOMIC,RANDOM,1513643.0,455173684.0,,129715101;134699753,,,University of Manitoba,2009-01-02,Canada: Quebec,Illumina HiSeq 1000 sequencing,False,2021-07-08,False,,respiratory,,,,,,,,550,Enterobacter cloacae,84895,,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|umgoldea on 2021-07-07; Enterobacter cloacae,,,,,,,,,2009-01-02,
ERX451962,ERR486130,SAMEA2273154,SAMEA2273154,ERS380549,ILLUMINA,Illumina HiSeq 2000,9158239,PAIRED,250.0,WGS,GENOMIC,RANDOM,2276915.0,455383000.0,Wellcome Sanger Institute,198850618;198705323,,,,2002-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0044-sc-1791687,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12045_4#32,,,,,,,,,2002,
SRX9367653,SRR12902455,SAMN16558218,SAMN16558218,SRS7589594,ILLUMINA,Illumina MiSeq,1804699,PAIRED,,WGS,GENOMIC,RANDOM,972988.0,455399586.0,SUB8393116,146667853;165267466,,,,2017-01-01,USA,Illumina MiSeq sequencing; Illumina sequencing of 1804699,False,2020-10-27,False,,urine,,,,,,,,354276,Enterobacter cloacae complex,1804699,SUB8393116,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kqj9 on 2020-10-27; Enterobacter cloacae complex,,,,,,,,,2017,
SRX8999582,SRR12508726,SAMN15868336,SAMN15868336,SRS7252240,ILLUMINA,NextSeq 500,ARLG-3425,PAIRED,,WGS,GENOMIC,RANDOM,1704390.0,455401407.0,SUB7980761,138241312;138443626,,,MDRO network,2016-01-01,USA: South,NextSeq 500 sequencing; Enterobacter cloacae complex sp.,False,2020-08-25,False,,blood,,,,,,,,2765907,Enterobacter cloacae complex sp. ARLG-3425,ARLG-3425,SUB7980761,,,,,,Homo sapiens,9606.0,,,,,,,,,,ARLG-3425,,,,,,,,,2016,
ERX451964,ERR486132,SAMEA2273156,SAMEA2273156,ERS380551,ILLUMINA,Illumina HiSeq 2000,9158168,PAIRED,250.0,WGS,GENOMIC,RANDOM,2277901.0,455580200.0,Wellcome Sanger Institute,198897341;198579454,,,,2002-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0047-sc-1791689,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12045_4#34,,,,,,,,,2002,
SRX8039912,SRR11462535,SAMN14516692,SAMN14516692,SRS6411825,ILLUMINA,NextSeq 550,L_RBL-17-0079-1,PAIRED,,WGS,GENOMIC,RANDOM,1586468.0,455711597.0,SUB7212069,125263003;129135067,,,DZIF_study_center: RBL-17-0079-1,2017-01-01,Germany: Lubeck,NextSeq 550 sequencing; WGS of RBL-17-0079-1,False,2020-04-14,False,,blood,53.86 N 10.6 E,,,,,,,2723486,Enterobacter sp. RBL-17-0079-1,Sample_RBL-17-0079-1,SUB7212069,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|swapnil.doijad on 2020-04-14; Enterobacter sp. RBL-17-0079-1,,,,,,53.86,10.6,,2017,
SRX14183640,SRR18030915,SAMN25989641,SAMN25989641,SRS12023685,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1520455.0,455758209.0,,78431100;78633164,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:41fbe94d-5d47-4280-8158-89092f0a1a86,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX12841312,SRR16640518,SAMN22608607,SAMN22608607,SRS10785499,ILLUMINA,NextSeq 500,GENC349,PAIRED,,WGS,GENOMIC,RANDOM,1518094.0,455926776.0,SUB10584152,149095262;148582981,,,,2019-03-01,Guadeloupe,NextSeq 500 sequencing; WGS sequence of clinical Enterobacter cloacae complex,False,2021-11-03,False,,blood,16.236803 N 61.52542 W,,,,,xiangfangensis,,1296536,Enterobacter hormaechei subsp. xiangfangensis,Enterobacter hormaechei subsp. xiangfangensis  GENC349,SUB10584152,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|potm on 2021-10-31; Enterobacter hormaechei subsp. xiangfangensis,,,,,,16.236803,-61.52542,,2019-03,
SRX14184600,SRR18032186,SAMN25989269,SAMN25989269,SRS12024007,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1511063.0,455975422.0,,108730918;111360780,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:7e784431-5668-40f3-b0f5-06748952f4b6,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX2902182,SRR5666430,SAMN07212833,SAMN07212833,SRS2268967,ILLUMINA,Illumina MiSeq,MUGSI_413,PAIRED,,WGS,GENOMIC,RANDOM,998030.0,455985570.0,,175535107;190140788,,,CDC,2015-12-14,USA,Illumina MiSeq sequencing; MUGSI_413,False,2017-06-13,False,,urine,,,,,,,,550,Enterobacter cloacae,DHQP1603886,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kqj9 on 2017-11-08; Enterobacter cloacae,,,,,,,,,14-Dec-2015,
SRX9367565,SRR12902543,SAMN16558034,SAMN16558034,SRS7589505,ILLUMINA,Illumina MiSeq,1603886,PAIRED,,WGS,GENOMIC,RANDOM,998030.0,455985570.0,SUB8393116,175611028;190203155,,,,2015-01-01,USA,Illumina MiSeq sequencing; Illumina sequencing of 1603886,False,2020-10-27,False,,urine,,,,,,,,354276,Enterobacter cloacae complex,1603886,SUB8393116,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kqj9 on 2020-10-27; Enterobacter cloacae complex,,,,,,,,,2015,
ERX440126,ERR474295,SAMEA2273336,SAMEA2273336,ERS380731,ILLUMINA,Illumina HiSeq 2000,9135436,PAIRED,250.0,WGS,GENOMIC,RANDOM,2279951.0,455990200.0,Wellcome Sanger Institute,193985771;195580320,,,,2006-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,550,Enterobacter cloacae,MDR0252-sc-1791889,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_6#16,,,,,,,,,2006,
