,Name,ST,MLST_Profile,lineage
15775,SRR6398119,215,17.15.20.19.20.18.22.19,4.2.1
15776,SRR6061397,215,17.15.20.19.20.18.22.19,4.10
15777,SRR6063495,215,17.15.20.19.20.18.22.19,4.10
15778,SRR6398020,215,17.15.20.19.20.18.22.19,2.2
15779,SRR6397951,215,17.15.20.19.20.18.22.19,4.10
15780,SRR6397554,215,17.15.20.19.20.18.22.19,4.3.2
15781,SRR6064836,215,17.15.20.19.20.18.22.19,4.10
15782,SRR6397531,215,17.15.20.19.20.18.22.19,4.1.1.1
15783,SRR6397702,215,17.15.20.19.20.18.22.19,4.4.1.1
15784,SRR6397448,215,17.15.20.19.20.18.22.19,4.1.2.1
15785,SRR6152868,298,17.15.20.19.20.18.22.181,2.2.4
15786,SRR6397802,215,17.15.20.19.20.18.22.19,4.4.1.2
15787,SRR6152775,215,17.15.20.19.20.18.22.19,4.10
15788,SRR6397661,215,17.15.20.19.20.18.22.19,4.2.1
15789,SRR6397494,215,17.15.20.19.20.18.22.19,4.1.2.1
15790,SRR6398113,215,17.15.20.19.20.18.22.19,2.2.5
15791,SRR6152716,a991199ed4dd4c742069cee859db72480cbfe68a,17.15.20.19.20.18.9e7410b4065ebbf718754845daa724639d2f14cd.19,2.2.7
15792,SRR6397557,215,17.15.20.19.20.18.22.19,2.2.7
15793,SRR6397755,215,17.15.20.19.20.18.22.19,4.1.1.2
15794,SRR6397711,215,17.15.20.19.20.18.22.19,4.1.2.1
15795,SRR6152790,215,17.15.20.19.20.18.22.19,3
15796,SRR6153259,215,17.15.20.19.20.18.22.19,1.2.1
15797,SRR6397739,215,17.15.20.19.20.18.22.19,4.1.2.1
15798,SRR6064824,215,17.15.20.19.20.18.22.19,4.10
15799,SRR6064844,215,17.15.20.19.20.18.22.19,4.10
15800,SRR6397748,215,17.15.20.19.20.18.22.19,2.2
15801,SRR6153148,215,17.15.20.19.20.18.22.19,4.4.1.1
15802,SRR6397592,215,17.15.20.19.20.18.22.19,2.2.7
15803,SRR6397499,284,17.15.20.19.145.18.22.19,2.2.3
15804,SRR6397728,215,17.15.20.19.20.18.22.19,4.4.1.1
15805,SRR6061406,215,17.15.20.19.20.18.22.19,4.10
15806,SRR6397595,215,17.15.20.19.20.18.22.19,4.1.1.1
15807,SRR6152797,215,17.15.20.19.20.18.22.19,3
15808,SRR6397604,215,17.15.20.19.20.18.22.19,4.4.1.2
15809,SRR6397660,215,17.15.20.19.20.18.22.19,4.2.1
15810,SRR6153198,215,17.15.20.19.20.18.22.19,4.10
15811,SRR6397610,215,17.15.20.19.20.18.22.19,4.1.1.2
15812,SRR6397629,215,17.15.20.19.20.18.22.19,4.4.1.1
15813,SRR6152914,279,140.15.20.19.20.18.22.19,4.3.3
15814,SRR6398144,276,17.15.20.19.144.18.22.19,2.2.5
15815,SRR6152676,215,17.15.20.19.20.18.22.19,2.2.6
15816,SRR6397434,215,17.15.20.19.20.18.22.19,4.10
15817,SRR6397552,215,17.15.20.19.20.18.22.19,2.2
15818,SRR6153118,215,17.15.20.19.20.18.22.19,4.1.2.1
15819,SRR6397358,215,17.15.20.19.20.18.22.19,2.2.7
15820,SRR6397723,215,17.15.20.19.20.18.22.19,4.1.1.1
15821,SRR6398089,215,17.15.20.19.20.18.22.19,4.2.1
15822,SRR6064835,215,17.15.20.19.20.18.22.19,4.10
15823,SRR6397539,215,17.15.20.19.20.18.22.19,4.1.1.1
15824,SRR6152872,279,140.15.20.19.20.18.22.19,4.3.3
15825,SRR6397613,215,17.15.20.19.20.18.22.19,4.2.1
15826,SRR6074062,215,17.15.20.19.20.18.22.19,4.10
15827,SRR6153142,215,17.15.20.19.20.18.22.19,4.4.2
15828,SRR6152773,215,17.15.20.19.20.18.22.19,2.2.6
15829,SRR6153212,215,17.15.20.19.20.18.22.19,2.2.7
15830,SRR6397789,215,17.15.20.19.20.18.22.19,4.4.1.2
15831,SRR6397697,215,17.15.20.19.20.18.22.19,2.2.1
15832,SRR6153263,215,17.15.20.19.20.18.22.19,1.2.1
15833,SRR6397764,215,17.15.20.19.20.18.22.19,4.4.1.2
15834,SRR6064859,215,17.15.20.19.20.18.22.19,4.10
15835,SRR6397778,215,17.15.20.19.20.18.22.19,4.4.1.2
15836,SRR6152906,279,140.15.20.19.20.18.22.19,4.3.3
15837,SRR6153194,215,17.15.20.19.20.18.22.19,2.2.7
15838,SRR3103511,215,17.15.20.19.20.18.22.19,4.4.1.1
15839,SRR6397328,215,17.15.20.19.20.18.22.19,4.2.1
15840,SRR6153269,215,17.15.20.19.20.18.22.19,3
15841,SRR6397796,215,17.15.20.19.20.18.22.19,2.2.1
15842,SRR6153081,215,17.15.20.19.20.18.22.19,1.2.1
15843,SRR6397990,215,17.15.20.19.20.18.22.19,4.1.2.1
15844,SRR6397412,215,17.15.20.19.20.18.22.19,4.10
15845,SRR6398099,215,17.15.20.19.20.18.22.19,4.1.2.1
15846,SRR6152888,215,17.15.20.19.20.18.22.19,3
15847,SRR6153240,215,17.15.20.19.20.18.22.19,4.5
15848,SRR6398098,215,17.15.20.19.20.18.22.19,4.4.1.2
15849,SRR3103507,215,17.15.20.19.20.18.22.19,4.10
15850,SRR6153131,215,17.15.20.19.20.18.22.19,4.4.1.1
15851,SRR6152713,298,17.15.20.19.20.18.22.181,2.2.4
15852,SRR6152962,215,17.15.20.19.20.18.22.19,4.10
15853,SRR6152788,215,17.15.20.19.20.18.22.19,3
15854,SRR6398043,215,17.15.20.19.20.18.22.19,4.10
15855,SRR6061393,215,17.15.20.19.20.18.22.19,4.10
15856,SRR6397968,215,17.15.20.19.20.18.22.19,4.1.2.1
15857,SRR6397470,215,17.15.20.19.20.18.22.19,4.6
15858,SRR6064857,215,17.15.20.19.20.18.22.19,4.10
15859,SRR6397648,279,140.15.20.19.20.18.22.19,4.3.3
15860,SRR6153075,215,17.15.20.19.20.18.22.19,2.2
15861,SRR6397398,215,17.15.20.19.20.18.22.19,4.10
15862,SRR6153041,215,17.15.20.19.20.18.22.19,3
15863,SRR6397578,215,17.15.20.19.20.18.22.19,4.1.2.1
15864,SRR6397942,215,17.15.20.19.20.18.22.19,2.2.7
15865,SRR6152956,215,17.15.20.19.20.18.22.19,2.2.7
15866,SRR6397758,215,17.15.20.19.20.18.22.19,4.10
15867,SRR6152804,215,17.15.20.19.20.18.22.19,2.2
15868,SRR2502799,215,17.15.20.19.20.18.22.19,4.4.1.1
15869,SRR6398092,215,17.15.20.19.20.18.22.19,4.4.1.2
15870,SRR6397683,215,17.15.20.19.20.18.22.19,4.4.1.2
15871,SRR2502839,215,17.15.20.19.20.18.22.19,4.1.2.1
15872,SRR6067278,215,17.15.20.19.20.18.22.19,4.1.2.1
15873,SRR2502801,215,17.15.20.19.20.18.22.19,4.4.1.1
15874,SRR6397460,215,17.15.20.19.20.18.22.19,2.2.7
15875,SRR6061417,215,17.15.20.19.20.18.22.19,4.10
15876,SRR6152870,215,17.15.20.19.20.18.22.19,4.2.1
15877,SRR6397589,215,17.15.20.19.20.18.22.19,4.2.1
15878,SRR16058462,215,17.15.20.19.20.18.22.19,4.4.1.1
15879,SRR6153141,215,17.15.20.19.20.18.22.19,2.2.5
15880,SRR6061428,215,17.15.20.19.20.18.22.19,4.10
15881,SRR6397571,215,17.15.20.19.20.18.22.19,4.3.2
15882,SRR6063477,215,17.15.20.19.20.18.22.19,4.10
15883,SRR6153181,215,17.15.20.19.20.18.22.19,4.4.1.1
15884,SRR6398085,215,17.15.20.19.20.18.22.19,3
15885,SRR6397647,215,17.15.20.19.20.18.22.19,2.2.7
15886,SRR6397938,215,17.15.20.19.20.18.22.19,4.2.1
15887,SRR6153158,215,17.15.20.19.20.18.22.19,4.10
15888,SRR6152745,215,17.15.20.19.20.18.22.19,2.2.5
15889,SRR6398077,215,17.15.20.19.20.18.22.19,4.1.2.1
15890,SRR6153220,215,17.15.20.19.20.18.22.19,2.2
15891,SRR6397800,215,17.15.20.19.20.18.22.19,4.1.2.1
15892,SRR6397361,215,17.15.20.19.20.18.22.19,4.1.2.1
15893,SRR6153071,215,17.15.20.19.20.18.22.19,3
15894,SRR6397608,215,17.15.20.19.20.18.22.19,4.1.1.2
15895,SRR6152909,215,17.15.20.19.20.18.22.19,4.10
15896,SRR6397369,215,17.15.20.19.20.18.22.19,2.2.1
15897,SRR6397714,215,17.15.20.19.20.18.22.19,2.2.3
15898,SRR6152896,215,17.15.20.19.20.18.22.19,1.2.1
15899,SRR6153019,276,17.15.20.19.144.18.22.19,2.2.6
15900,SRR6152651,215,17.15.20.19.20.18.22.19,2.2.6
15901,SRR6397772,215,17.15.20.19.20.18.22.19,4.1.2.1
15902,SRR6153037,302,17.15.20.19.20.18.22.182,1.1.2
15903,SRR6397737,215,17.15.20.19.20.18.22.19,4.1.2.1
15904,SRR6397977,215,17.15.20.19.20.18.22.19,4.4.1.2
15905,SRR6397918,215,17.15.20.19.20.18.22.19,4.10
15906,SRR6152836,215,17.15.20.19.20.18.22.19,2.2.5
15907,SRR6153060,215,17.15.20.19.20.18.22.19,2.2.7
15908,SRR6153239,215,17.15.20.19.20.18.22.19,4.1.2.1
15909,SRR6153204,215,17.15.20.19.20.18.22.19,3
15910,SRR6153274,215,17.15.20.19.20.18.22.19,2.2
15911,SRR6398014,215,17.15.20.19.20.18.22.19,4.4.1.2
15912,SRR6398134,215,17.15.20.19.20.18.22.19,4.1.1.1
15913,SRR6153182,215,17.15.20.19.20.18.22.19,2.2.5
15914,SRR6397674,215,17.15.20.19.20.18.22.19,2.2.7
15915,SRR2502865,215,17.15.20.19.20.18.22.19,4.10
15916,SRR6067268,215,17.15.20.19.20.18.22.19,4.10
15917,SRR2502817,215,17.15.20.19.20.18.22.19,4.10
15918,SRR6397614,215,17.15.20.19.20.18.22.19,4.5
15919,SRR6397379,215,17.15.20.19.20.18.22.19,2.2.1
15920,SRR6398028,215,17.15.20.19.20.18.22.19,2.2.7
15921,SRR6152905,215,17.15.20.19.20.18.22.19,2.1
15922,SRR6397750,215,17.15.20.19.20.18.22.19,4.4.1.1
15923,SRR6397520,215,17.15.20.19.20.18.22.19,4.2.1
15924,SRR6152643,215,17.15.20.19.20.18.22.19,1.2.1
15925,SRR6398120,215,17.15.20.19.20.18.22.19,4.1.2.1
15926,SRR6152993,215,17.15.20.19.20.18.22.19,2.2.5
15927,SRR6067273,215,17.15.20.19.20.18.22.19,4.1.2.1
15928,SRR6152792,215,17.15.20.19.20.18.22.19,2.2
15929,SRR6397725,215,17.15.20.19.20.18.22.19,2.2.7
15930,SRR6397573,215,17.15.20.19.20.18.22.19,4.2.1
15931,SRR6153209,215,17.15.20.19.20.18.22.19,2.2.6
15932,ERR2652936,215,17.15.20.19.20.18.22.19,4.4.1.1
15933,SRR6397519,215,17.15.20.19.20.18.22.19,4.1.2.1
15934,SRR6064848,215,17.15.20.19.20.18.22.19,4.10
15935,SRR6152763,215,17.15.20.19.20.18.22.19,4.10
15936,SRR6153056,215,17.15.20.19.20.18.22.19,3.1.2
15937,SRR6397409,215,17.15.20.19.20.18.22.19,4.2.1
15938,SRR6152776,215,17.15.20.19.20.18.22.19,4.2.1
15939,SRR6397773,215,17.15.20.19.20.18.22.19,4.2.1
15940,SRR6397478,215,17.15.20.19.20.18.22.19,4.2.1
15941,SRR6063471,215,17.15.20.19.20.18.22.19,4.10
15942,SRR6152689,215,17.15.20.19.20.18.22.19,2.2.6
15943,SRR6061392,215,17.15.20.19.20.18.22.19,4.1.2.1
15944,SRR6397767,215,17.15.20.19.20.18.22.19,3.1.1
15945,SRR6152799,e0d6140baa18ea9bc7aa71b309c2b516c8bed2b2,145.15.20.19.145.18.22.19,2.2
15946,SRR6397940,215,17.15.20.19.20.18.22.19,4.4.1.2
15947,SRR6397932,215,17.15.20.19.20.18.22.19,4.4.1.2
15948,SRR6397669,215,17.15.20.19.20.18.22.19,4.4.1.2
15949,SRR6397821,215,17.15.20.19.20.18.22.19,2.2.3
15950,SRR6152907,215,17.15.20.19.20.18.22.19,4.5
15951,SRR6152869,215,17.15.20.19.20.18.22.19,2.2.7
15952,SRR6397516,215,17.15.20.19.20.18.22.19,4.1.1.2
15953,SRR6398055,215,17.15.20.19.20.18.22.19,4.1.1.1
15954,SRR6153155,215,17.15.20.19.20.18.22.19,2.2
15955,SRR6152950,215,17.15.20.19.20.18.22.19,2.2.6
15956,SRR6397811,215,17.15.20.19.20.18.22.19,4.4.1.2
15957,SRR6398083,215,17.15.20.19.20.18.22.19,3
15958,SRR6398080,215,17.15.20.19.20.18.22.19,4.4.1.2
15959,SRR6152830,215,17.15.20.19.20.18.22.19,2.2.7
15960,SRR6153178,cc3e0d788d68a0544b96369d33c485c141e17a0f,17.15.20.19.20.bc161f862829cd9ec545e92e5431350a1323def3.22.19,1.2.1
15961,SRR6398126,215,17.15.20.19.20.18.22.19,3
15962,SRR6397384,215,17.15.20.19.20.18.22.19,4.1.1
15963,SRR6064837,215,17.15.20.19.20.18.22.19,4.10
15964,SRR6397435,215,17.15.20.19.20.18.22.19,4.10
15965,SRR6397513,215,17.15.20.19.20.18.22.19,4.1.1.1
15966,SRR6397784,276,17.15.20.19.144.18.22.19,2.2.5
15967,SRR6397681,215,17.15.20.19.20.18.22.19,4.4.1.2
15968,SRR6152720,320,17.15.20.19.144.18.22.181,2.2.4
15969,SRR6398041,215,17.15.20.19.20.18.22.19,2.2
15970,SRR6153076,276,17.15.20.19.144.18.22.19,2.2
15971,SRR6152917,215,17.15.20.19.20.18.22.19,4.1.2.1
15972,SRR6397362,215,17.15.20.19.20.18.22.19,4.4.2
15973,SRR6398040,276,17.15.20.19.144.18.22.19,4.1.2.1
15974,SRR6398148,215,17.15.20.19.20.18.22.19,4.3.2
15975,SRR6074070,215,17.15.20.19.20.18.22.19,4.10
15976,SRR6152967,215,17.15.20.19.20.18.22.19,1.2.1
15977,SRR6397326,215,17.15.20.19.20.18.22.19,4.4.1.2
15978,SRR6397795,215,17.15.20.19.20.18.22.19,4.4.1.2
15979,SRR6397559,215,17.15.20.19.20.18.22.19,4.2.1
15980,SRR6397991,276,17.15.20.19.144.18.22.19,2.2.5
15981,SRR6397498,215,17.15.20.19.20.18.22.19,4.1.2.1
15982,SRR6397974,215,17.15.20.19.20.18.22.19,4.2.1
15983,SRR6152850,215,17.15.20.19.20.18.22.19,2.2.1
15984,SRR6153053,215,17.15.20.19.20.18.22.19,3
15985,SRR6397624,215,17.15.20.19.20.18.22.19,4.2.1
15986,SRR6397657,215,17.15.20.19.20.18.22.19,2.2
15987,SRR6152800,276,17.15.20.19.144.18.22.19,3
15988,SRR6397607,215,17.15.20.19.20.18.22.19,2.2.3
15989,SRR6397574,215,17.15.20.19.20.18.22.19,4.4.1.1
15990,SRR6397707,215,17.15.20.19.20.18.22.19,4.4.1.2
15991,SRR6074064,215,17.15.20.19.20.18.22.19,4.10
15992,SRR3103506,215,17.15.20.19.20.18.22.19,4.10
15993,SRR6398058,215,17.15.20.19.20.18.22.19,4.2.2
15994,SRR6397485,215,17.15.20.19.20.18.22.19,4.4.1.1
15995,SRR6397591,276,17.15.20.19.144.18.22.19,2.2.7
15996,SRR6397506,215,17.15.20.19.20.18.22.19,3
15997,SRR6397501,215,17.15.20.19.20.18.22.19,4.4.1.1
15998,SRR6153033,215,17.15.20.19.20.18.22.19,3
15999,SRR6397706,215,17.15.20.19.20.18.22.19,4.1.1
16000,SRR6397998,215,17.15.20.19.20.18.22.19,4.1.1.1
16001,SRR6397699,215,17.15.20.19.20.18.22.19,4.4.1.2
16002,SRR6397532,279,140.15.20.19.20.18.22.19,4.3.3
16003,SRR6074056,215,17.15.20.19.20.18.22.19,4.10
16004,SRR6397355,215,17.15.20.19.20.18.22.19,4.4.1.1
16005,SRR6397368,215,17.15.20.19.20.18.22.19,4.2.1
16006,SRR6398062,215,17.15.20.19.20.18.22.19,4.4.1.2
16007,SRR6063492,215,17.15.20.19.20.18.22.19,4.10
16008,SRR6152811,215,17.15.20.19.20.18.22.19,4.10
16009,SRR6397484,215,17.15.20.19.20.18.22.19,3
16010,SRR6153133,215,17.15.20.19.20.18.22.19,2.2
16011,SRR3103512,215,17.15.20.19.20.18.22.19,4.10
16012,SRR6397805,215,17.15.20.19.20.18.22.19,4.2.1
16013,SRR6397689,215,17.15.20.19.20.18.22.19,4.1.1.1
16014,SRR2502805,215,17.15.20.19.20.18.22.19,4.4.1.1
16015,SRR6398143,215,17.15.20.19.20.18.22.19,4.1.2.1
16016,SRR6153257,215,17.15.20.19.20.18.22.19,2.2
16017,SRR6397336,215,17.15.20.19.20.18.22.19,4.1.1
16018,SRR6397698,215,17.15.20.19.20.18.22.19,4.4.1.1
16019,SRR6397663,215,17.15.20.19.20.18.22.19,4.1.2.1
16020,SRR6397786,215,17.15.20.19.20.18.22.19,4.1.1.1
16021,SRR16058147,215,17.15.20.19.20.18.22.19,4.1.1.1
16022,SRR6152843,215,17.15.20.19.20.18.22.19,2.2.7
16023,SRR6397594,215,17.15.20.19.20.18.22.19,4.2.1
16024,SRR6061420,215,17.15.20.19.20.18.22.19,4.1.2.1
16025,SRR6397561,215,17.15.20.19.20.18.22.19,2.2.1
16026,SRR6153250,215,17.15.20.19.20.18.22.19,2.2
16027,SRR6152839,215,17.15.20.19.20.18.22.19,2.2.7
16028,SRR6398115,215,17.15.20.19.20.18.22.19,4.2.1
16029,SRR6063486,215,17.15.20.19.20.18.22.19,4.10
16030,SRR6397950,215,17.15.20.19.20.18.22.19,4.4.1.1
16031,SRR6153070,277,17.15.20.19.20.18.22.176,4.1.1.3
16032,SRR6397992,215,17.15.20.19.20.18.22.19,4.4.1.2
16033,SRR6152724,215,17.15.20.19.20.18.22.19,2.2.5
16034,SRR6153167,298,17.15.20.19.20.18.22.181,2.2.4
16035,SRR6397703,215,17.15.20.19.20.18.22.19,2.2
16036,SRR6397650,215,17.15.20.19.20.18.22.19,4.2.1
16037,SRR6152885,215,17.15.20.19.20.18.22.19,2.2
16038,SRR6153196,215,17.15.20.19.20.18.22.19,2.2.7
16039,SRR6397763,215,17.15.20.19.20.18.22.19,4.2.1
16040,SRR6067237,215,17.15.20.19.20.18.22.19,4.10
16041,SRR6397655,215,17.15.20.19.20.18.22.19,4.2.1
16042,SRR6397544,277,17.15.20.19.20.18.22.176,4.1.1.3
16043,SRR6398104,be8fc20953b3cb33880e4555cce1c311bde242cd,17.15.20.19.20.18.22.a668bc7db8947d5f283152b35318385cc89237d4,4.4.1.2
16044,SRR6397626,215,17.15.20.19.20.18.22.19,4.4.1.2
16045,SRR6153018,215,17.15.20.19.20.18.22.19,2.2
16046,SRR6397509,215,17.15.20.19.20.18.22.19,2.2.1
16047,SRR6398070,215,17.15.20.19.20.18.22.19,4.2.1
16048,SRR6153120,215,17.15.20.19.20.18.22.19,2.2
16049,SRR6397467,215,17.15.20.19.20.18.22.19,4.1.2.1
16050,SRR6397440,276,17.15.20.19.144.18.22.19,2.2
16051,SRR6152857,215,17.15.20.19.20.18.22.19,2.2.6
16052,SRR2502806,215,17.15.20.19.20.18.22.19,4.4.1.1
16053,SRR6153191,215,17.15.20.19.20.18.22.19,4.1.2.1
16054,SRR6398129,215,17.15.20.19.20.18.22.19,4.1.2.1
16055,SRR6397769,215,17.15.20.19.20.18.22.19,4.1.2.1
16056,SRR6397489,215,17.15.20.19.20.18.22.19,4.4.1.2
16057,SRR6397808,215,17.15.20.19.20.18.22.19,4.2.1
16058,SRR6152701,276,17.15.20.19.144.18.22.19,3
16059,SRR6153273,215,17.15.20.19.20.18.22.19,2.2.1
16060,SRR6397996,215,17.15.20.19.20.18.22.19,4.1.1.1
16061,SRR6152787,215,17.15.20.19.20.18.22.19,4.1.2.1
16062,SRR6152690,215,17.15.20.19.20.18.22.19,4.2.1
16063,SRR6397563,215,17.15.20.19.20.18.22.19,4.2.1
16064,SRR6397641,215,17.15.20.19.20.18.22.19,4.1.1.2
16065,SRR6061427,215,17.15.20.19.20.18.22.19,4.10
16066,SRR6397477,276,17.15.20.19.144.18.22.19,2.2
16067,SRR6397352,215,17.15.20.19.20.18.22.19,4.2.1
16068,SRR6397325,215,17.15.20.19.20.18.22.19,4.2.1
16069,SRR6398011,310,17.15.20.19.145.18.22.181,2.2.4
16070,SRR6397450,215,17.15.20.19.20.18.22.19,4.1.2.1
16071,SRR6398045,215,17.15.20.19.20.18.22.19,4.1.2.1
16072,SRR6398066,215,17.15.20.19.20.18.22.19,2.2.7
16073,SRR6153017,215,17.15.20.19.20.18.22.19,4.10
16074,SRR6074060,215,17.15.20.19.20.18.22.19,4.10
16075,SRR6153245,215,17.15.20.19.20.18.22.19,2.2.6
16076,SRR6397746,215,17.15.20.19.20.18.22.19,4.1.1
16077,SRR6397616,215,17.15.20.19.20.18.22.19,4.4.1.1
16078,SRR6397599,215,17.15.20.19.20.18.22.19,4.1.1.1
16079,SRR6152955,279,140.15.20.19.20.18.22.19,4.3.3
16080,SRR6397801,215,17.15.20.19.20.18.22.19,4.1.2.1
16081,SRR6152663,215,17.15.20.19.20.18.22.19,2.2
16082,SRR6397500,215,17.15.20.19.20.18.22.19,4.1.2.1
16083,SRR16058525,215,17.15.20.19.20.18.22.19,3
16084,SRR6397410,215,17.15.20.19.20.18.22.19,2.2.5
16085,SRR3103520,215,17.15.20.19.20.18.22.19,4.10
16086,SRR6153140,215,17.15.20.19.20.18.22.19,4.4.1.1
16087,SRR6152837,215,17.15.20.19.20.18.22.19,1.2.1
16088,SRR6152743,215,17.15.20.19.20.18.22.19,3
16089,SRR6153100,215,17.15.20.19.20.18.22.19,4.4.2
16090,SRR6397724,215,17.15.20.19.20.18.22.19,4.1.2.1
16091,SRR6152742,215,17.15.20.19.20.18.22.19,2.2.5
16092,SRR6398052,215,17.15.20.19.20.18.22.19,4.1.2.1
16093,SRR6152920,215,17.15.20.19.20.18.22.19,4.10
16094,SRR3103523,215,17.15.20.19.20.18.22.19,4.10
16095,SRR6397462,215,17.15.20.19.20.18.22.19,2.2.7
16096,SRR6397919,215,17.15.20.19.20.18.22.19,4.10
16097,SRR6398108,215,17.15.20.19.20.18.22.19,4.1.2.1
16098,SRR6153073,215,17.15.20.19.20.18.22.19,3
16099,SRR6153035,215,17.15.20.19.20.18.22.19,2.2
16100,SRR6152725,215,17.15.20.19.20.18.22.19,2.2.6
16101,SRR6397569,215,17.15.20.19.20.18.22.19,4.1.1.2
16102,SRR6398038,215,17.15.20.19.20.18.22.19,4.4.1.1
16103,SRR6397457,215,17.15.20.19.20.18.22.19,4.4.1.2
16104,SRR6397736,215,17.15.20.19.20.18.22.19,4.1.2.1
16105,SRR6397536,215,17.15.20.19.20.18.22.19,4.10
16106,SRR6152989,277,17.15.20.19.20.18.22.176,2.2
16107,SRR6153099,215,17.15.20.19.20.18.22.19,2.1
16108,SRR6063487,215,17.15.20.19.20.18.22.19,4.10
16109,SRR16058694,215,17.15.20.19.20.18.22.19,3.1.2.1
16110,SRR6397926,215,17.15.20.19.20.18.22.19,4.10
16111,SRR16058581,215,17.15.20.19.20.18.22.19,4.4.1.1
16112,SRR6397718,215,17.15.20.19.20.18.22.19,4.4.1.1
16113,SRR6397708,276,17.15.20.19.144.18.22.19,2.2.5
16114,SRR6152805,32886b6f8ed75f9d2f247e3806ed80dc0088f3c8,17.15.20.19.20.18.22.3e0338beabcec22a42817079fc1d772d3d865dee,2.2
16115,SRR3103517,215,17.15.20.19.20.18.22.19,4.4.1.1
16116,SRR6152939,215,17.15.20.19.20.18.22.19,2.2
16117,SRR6398100,215,17.15.20.19.20.18.22.19,4.2.1
16118,SRR6153138,215,17.15.20.19.20.18.22.19,4.5
16119,SRR6397337,215,17.15.20.19.20.18.22.19,3
16120,SRR6397391,215,17.15.20.19.20.18.22.19,4.4.1.2
16121,SRR6397609,215,17.15.20.19.20.18.22.19,4.2.1
16122,SRR3103519,215,17.15.20.19.20.18.22.19,4.10
16123,SRR6397459,215,17.15.20.19.20.18.22.19,4.4.1.2
16124,SRR6153066,298,17.15.20.19.20.18.22.181,2.2.4
16125,SRR6397792,215,17.15.20.19.20.18.22.19,4.2.1
16126,SRR6397715,215,17.15.20.19.20.18.22.19,4.1.2.1
16127,SRR6397541,215,17.15.20.19.20.18.22.19,2.2.2
16128,SRR6397806,215,17.15.20.19.20.18.22.19,4.10
16129,SRR6153147,215,17.15.20.19.20.18.22.19,3
16130,SRR6397383,215,17.15.20.19.20.18.22.19,4.1.2.1
16131,SRR6397553,215,17.15.20.19.20.18.22.19,4.2.1
16132,SRR16058407,276,17.15.20.19.144.18.22.19,2.2.6
16133,SRR6397504,215,17.15.20.19.20.18.22.19,4.1.2.1
16134,SRR6152912,215,17.15.20.19.20.18.22.19,4.2.1
16135,SRR6397756,215,17.15.20.19.20.18.22.19,3
16136,SRR6152813,b52f751edd6a11fb6776e4da9d5dcfceeecf0368,17.15.20.19.144.18.22.b545ff9c60795fe25cf5df9a43af5978dd13e3a4,2.2.7
16137,SRR6398030,215,17.15.20.19.20.18.22.19,4.2.1
16138,SRR6397813,215,17.15.20.19.20.18.22.19,3
16139,SRR6397684,215,17.15.20.19.20.18.22.19,2.2.7
16140,SRR6067267,215,17.15.20.19.20.18.22.19,4.10
16141,SRR2502815,215,17.15.20.19.20.18.22.19,4.10
16142,SRR6397334,215,17.15.20.19.20.18.22.19,4.4.1.1
16143,SRR6397515,215,17.15.20.19.20.18.22.19,4.1.2.1
16144,SRR6397402,215,17.15.20.19.20.18.22.19,2.2.2
16145,SRR6152814,215,17.15.20.19.20.18.22.19,2.2
16146,SRR6153125,215,17.15.20.19.20.18.22.19,4.4.1.1
16147,SRR6397705,215,17.15.20.19.20.18.22.19,2.2.6
16148,SRR6397324,215,17.15.20.19.20.18.22.19,4.10
16149,SRR6152884,215,17.15.20.19.20.18.22.19,4.5
16150,SRR2502807,215,17.15.20.19.20.18.22.19,4.4.1.1
16151,SRR6397627,215,17.15.20.19.20.18.22.19,4.1.2.1
16152,SRR6397394,215,17.15.20.19.20.18.22.19,4.3.4.1
16153,SRR6397395,215,17.15.20.19.20.18.22.19,4.2.1
16154,SRR6152966,215,17.15.20.19.20.18.22.19,3
16155,SRR6397927,215,17.15.20.19.20.18.22.19,4.3.4.2
16156,SRR6061411,215,17.15.20.19.20.18.22.19,4.10
16157,SRR6152958,215,17.15.20.19.20.18.22.19,3
16158,SRR6397438,215,17.15.20.19.20.18.22.19,4.2.1
16159,SRR6153063,215,17.15.20.19.20.18.22.19,2.2
16160,SRR6397582,215,17.15.20.19.20.18.22.19,4.4.1.1
16161,SRR6153266,276,17.15.20.19.144.18.22.19,2.2
16162,SRR6067259,215,17.15.20.19.20.18.22.19,4.10
16163,SRR6397600,215,17.15.20.19.20.18.22.19,4.1.2.1
16164,SRR6153180,215,17.15.20.19.20.18.22.19,2.2.7
16165,SRR6397930,215,17.15.20.19.20.18.22.19,4.3.4.2
16166,SRR6398039,215,17.15.20.19.20.18.22.19,4.10
16167,SRR6397330,215,17.15.20.19.20.18.22.19,2.2.7
16168,SRR6397677,215,17.15.20.19.20.18.22.19,4.10
16169,SRR6397639,215,17.15.20.19.20.18.22.19,4.3.4.2.1
16170,SRR6397546,215,17.15.20.19.20.18.22.19,4.4.1.1
16171,SRR6152982,298,17.15.20.19.20.18.22.181,2.2.4
16172,SRR6397550,215,17.15.20.19.20.18.22.19,4.2.1
16173,SRR6397971,215,17.15.20.19.20.18.22.19,4.4.1.2
16174,SRR6397787,279,140.15.20.19.20.18.22.19,4.3.3
16175,SRR6153027,215,17.15.20.19.20.18.22.19,4.10
16176,SRR6152801,276,17.15.20.19.144.18.22.19,2.2.7
16177,SRR16058049,279,140.15.20.19.20.18.22.19,4.3.3
16178,SRR6397468,215,17.15.20.19.20.18.22.19,4.1.2.1
