sample,xxxfasta,species,ori_species,taxid,fasta
SRR8559541,test_ass/SRR8559541.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559541.fasta
SRR17097458,test_ass/SRR17097458.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17097458.fasta
ERR7987120,test_ass/ERR7987120.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7987120.fasta
ERR3851546,test_ass/ERR3851546.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3851546.fasta
SRR5827316,test_ass/SRR5827316.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5827316.fasta
SRR5235308,test_ass/SRR5235308.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5235308.fasta
SRR8903163,test_ass/SRR8903163.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8903163.fasta
SRR8566640,test_ass/SRR8566640.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8566640.fasta
SRR11724966,test_ass/SRR11724966.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11724966.fasta
SRR9985700,test_ass/SRR9985700.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9985700.fasta
SRR8559606,test_ass/SRR8559606.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559606.fasta
SRR11904447,test_ass/SRR11904447.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11904447.fasta
ERR5208180,test_ass/ERR5208180.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR5208180.fasta
SRR16993168,test_ass/SRR16993168.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16993168.fasta
SRR14109793,test_ass/SRR14109793.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR14109793.fasta
ERR4776717,test_ass/ERR4776717.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4776717.fasta
SRR8833562,test_ass/SRR8833562.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8833562.fasta
SRR17542934,test_ass/SRR17542934.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17542934.fasta
SRR11904333,test_ass/SRR11904333.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11904333.fasta
SRR3350144,test_ass/SRR3350144.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3350144.fasta
ERR4585642,test_ass/ERR4585642.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4585642.fasta
ERR3623429,test_ass/ERR3623429.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3623429.fasta
SRR11698495,test_ass/SRR11698495.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11698495.fasta
ERR7986365,test_ass/ERR7986365.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7986365.fasta
ERR5207164,test_ass/ERR5207164.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR5207164.fasta
ERR3851666,test_ass/ERR3851666.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3851666.fasta
ERR3326126,test_ass/ERR3326126.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3326126.fasta
SRR17102424,test_ass/SRR17102424.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17102424.fasta
SRR16999609,test_ass/SRR16999609.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16999609.fasta
ERR3326041,test_ass/ERR3326041.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3326041.fasta
SRR8566503,test_ass/SRR8566503.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8566503.fasta
SRR8945017,test_ass/SRR8945017.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8945017.fasta
ERR3326052,test_ass/ERR3326052.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3326052.fasta
ERR3894539,test_ass/ERR3894539.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3894539.fasta
SRR14826360,test_ass/SRR14826360.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR14826360.fasta
SRR3350249,test_ass/SRR3350249.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3350249.fasta
SRR17007448,test_ass/SRR17007448.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17007448.fasta
ERR3894599,test_ass/ERR3894599.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3894599.fasta
SRR5827119,test_ass/SRR5827119.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5827119.fasta
SRR9985737,test_ass/SRR9985737.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9985737.fasta
SRR11724835,test_ass/SRR11724835.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11724835.fasta
ERR3851896,test_ass/ERR3851896.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3851896.fasta
ERR4776614,test_ass/ERR4776614.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4776614.fasta
SRR1661178,test_ass/SRR1661178.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR1661178.fasta
SRR9878110,test_ass/SRR9878110.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9878110.fasta
ERR4160669,test_ass/ERR4160669.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4160669.fasta
SRR13305411,test_ass/SRR13305411.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR13305411.fasta
SRR8566744,test_ass/SRR8566744.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8566744.fasta
SRR12611703,test_ass/SRR12611703.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR12611703.fasta
ERR3325255,test_ass/ERR3325255.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3325255.fasta
ERR222920,test_ass/ERR222920.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR222920.fasta
SRR8172031,test_ass/SRR8172031.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8172031.fasta
SRR2736277,test_ass/SRR2736277.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR2736277.fasta
ERR7960587,test_ass/ERR7960587.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7960587.fasta
SRR11904646,test_ass/SRR11904646.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11904646.fasta
SRR8945041,test_ass/SRR8945041.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8945041.fasta
ERR3894909,test_ass/ERR3894909.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3894909.fasta
SRR8172087,test_ass/SRR8172087.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8172087.fasta
SRR11724637,test_ass/SRR11724637.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11724637.fasta
SRR16683702,test_ass/SRR16683702.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16683702.fasta
ERR3851471,test_ass/ERR3851471.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3851471.fasta
SRR3357145,test_ass/SRR3357145.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3357145.fasta
SRR8559910,test_ass/SRR8559910.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559910.fasta
SRR11724786,test_ass/SRR11724786.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11724786.fasta
SRR5827172,test_ass/SRR5827172.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5827172.fasta
ERR3325496,test_ass/ERR3325496.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3325496.fasta
SRR14826597,test_ass/SRR14826597.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR14826597.fasta
SRR11724959,test_ass/SRR11724959.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11724959.fasta
ERR3325204,test_ass/ERR3325204.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3325204.fasta
ERR3623181,test_ass/ERR3623181.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3623181.fasta
SRR9985695,test_ass/SRR9985695.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9985695.fasta
SRR8833557,test_ass/SRR8833557.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8833557.fasta
DRR124710,test_ass/DRR124710.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/DRR124710.fasta
SRR3343659,test_ass/SRR3343659.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3343659.fasta
ERR4244571,test_ass/ERR4244571.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4244571.fasta
ERR4160679,test_ass/ERR4160679.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4160679.fasta
SRR10619228,test_ass/SRR10619228.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR10619228.fasta
SRR12612499,test_ass/SRR12612499.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR12612499.fasta
ERR7986932,test_ass/ERR7986932.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7986932.fasta
SRR8567082,test_ass/SRR8567082.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8567082.fasta
SRR11698989,test_ass/SRR11698989.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11698989.fasta
SRR5827085,test_ass/SRR5827085.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5827085.fasta
SRR16683892,test_ass/SRR16683892.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16683892.fasta
SRR8945049,test_ass/SRR8945049.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8945049.fasta
SRR8559722,test_ass/SRR8559722.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559722.fasta
SRR11698497,test_ass/SRR11698497.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11698497.fasta
SRR3360886,test_ass/SRR3360886.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3360886.fasta
SRR3349188,test_ass/SRR3349188.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3349188.fasta
ERR3325720,test_ass/ERR3325720.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3325720.fasta
SRR8559776,test_ass/SRR8559776.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559776.fasta
SRR15204391,test_ass/SRR15204391.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR15204391.fasta
SRR12611721,test_ass/SRR12611721.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR12611721.fasta
ERR3325656,test_ass/ERR3325656.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3325656.fasta
SRR8903168,test_ass/SRR8903168.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8903168.fasta
SRR4048867,test_ass/SRR4048867.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR4048867.fasta
SRR8559729,test_ass/SRR8559729.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559729.fasta
SRR16683469,test_ass/SRR16683469.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16683469.fasta
ERR4161245,test_ass/ERR4161245.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4161245.fasta
SRR9985916,test_ass/SRR9985916.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9985916.fasta
SRR5198672,test_ass/SRR5198672.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5198672.fasta
SRR3349895,test_ass/SRR3349895.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3349895.fasta
SRR8071110,test_ass/SRR8071110.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8071110.fasta
ERR7986871,test_ass/ERR7986871.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7986871.fasta
SRR5198566,test_ass/SRR5198566.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5198566.fasta
SRR9877912,test_ass/SRR9877912.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9877912.fasta
SRR9878229,test_ass/SRR9878229.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9878229.fasta
SRR17541262,test_ass/SRR17541262.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17541262.fasta
ERR1426733,test_ass/ERR1426733.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR1426733.fasta
ERR7986739,test_ass/ERR7986739.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7986739.fasta
SRR17541094,test_ass/SRR17541094.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17541094.fasta
ERR3894640,test_ass/ERR3894640.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3894640.fasta
ERR4776555,test_ass/ERR4776555.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR4776555.fasta
ERR3326022,test_ass/ERR3326022.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3326022.fasta
ERR7986397,test_ass/ERR7986397.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7986397.fasta
SRR8559731,test_ass/SRR8559731.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8559731.fasta
ERR7960732,test_ass/ERR7960732.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7960732.fasta
SRR11904890,test_ass/SRR11904890.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11904890.fasta
SRR3349890,test_ass/SRR3349890.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3349890.fasta
SRR9877903,test_ass/SRR9877903.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9877903.fasta
DRR117968,test_ass/DRR117968.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/DRR117968.fasta
ERR3894094,test_ass/ERR3894094.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3894094.fasta
SRR11698790,test_ass/SRR11698790.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11698790.fasta
SRR15204392,test_ass/SRR15204392.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR15204392.fasta
ERR3851455,test_ass/ERR3851455.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3851455.fasta
SRR5198491,test_ass/SRR5198491.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR5198491.fasta
ERR3623208,test_ass/ERR3623208.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR3623208.fasta
SRR11698706,test_ass/SRR11698706.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR11698706.fasta
SRR3343498,test_ass/SRR3343498.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR3343498.fasta
SRR9985702,test_ass/SRR9985702.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR9985702.fasta
SRR16979070,test_ass/SRR16979070.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR16979070.fasta
ERR7960660,test_ass/ERR7960660.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/ERR7960660.fasta
SRR17007549,test_ass/SRR17007549.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR17007549.fasta
SRR8566783,test_ass/SRR8566783.fasta,Neisseria,neisseria_gonorrhoeae,485,/well/aanensen/projects/amr-landscape/assemblies/neisseria_gonorrhoeae/production/fasta_passed_qc/SRR8566783.fasta
