accession_id,METHICILLIN,VANCOMYCIN
SRR6347286,mecA,none
SRR15460547,mecA,none
SRR10038331,mecA,none
SRR10179163,mecA,none
SRR13966786,none,none
SRR5250733,none,none
SRR12980921,none,none
ERR4626397,mecA,none
SRR5415483,mecA,none
SRR5250388,none,none
SRR11278598,none,none
SRR13995798,none,none
SRR13767916,mecA,none
DRR307751,mecA,none
ERR1069837,none,none
ERR129299,mecA,none
SRR12586770,mecA,none
ERR1753378,none,none
SRR13450744,none,none
SRR1177947,none,none
ERR2533761,mecA,none
SRR3730495,none,none
ERR7162608,none,none
SRR13733160,mecA,none
SRR13825776,mecA,none
SRR7983669,mecA,none
ERR1769147,mecA,none
ERR5984847,mecA,none
SRR6347263,mecA,none
ERR2506480,mecA,none
SRR7867575,mecA,none
SRR5226415,none,none
SRR12233413,mecA,none
SRR3419109,mecA,none
ERR485616,mecA,none
SRR15460992,mecA,none
ERR158720,mecA,none
SRR13968549,none,none
ERR118387,mecA,none
ERR118449,mecA,none
ERR1196008,mecA,none
SRR6938586,none,none
SRR14713223,none,none
ERR2525238,mecA,none
SRR13995413,none,none
ERR593211,mecA,none
SRR11850438,mecA,none
ERR593237,mecA,none
SRR3730876,none,none
ERR129294,mecA,none
ERR7162558,none,none
SRR13967354,none,none
SRR3729490,none,none
ERR1904033,none,none
ERR1891882,mecA,none
SRR13995955,none,none
SRR12701090,mecA,none
ERR107939,mecA,none
SRR13825725,mecA,none
ERR2072597,mecA,none
ERR3938578,none,none
SRR11460815,none,none
ERR4656825,mecA,none
ERR2533590,mecA,none
ERR2137278,mecA,none
SRR11997552,none,none
ERR124496,mecA,none
ERR7681399,none,none
ERR3494779,mecA,none
ERR961610,none,none
SRR10179296,mecA,none
SRR7867528,mecA,none
DRR123121,mecA,none
SRR1178145,mecA,none
ERR1040987,mecA,none
SRR6881485,mecA,none
ERR1904163,none,none
SRR3728669,none,none
SRR13803682,mecA,none
SRR15460693,mecA,none
ERR158639,mecA,none
SRR13481057,mecA,none
ERR2525310,mecA,none
SRR13995628,none,none
SRR647366,mecA,none
ERR2137146,none,none
SRR13967289,none,none
SRR5251267,none,none
SRR12079166,none,none
SRR3730465,none,none
SRR5250471,none,none
ERR2525316,mecA,none
SRR11788007,none,none
ERR2059787,mecA,none
SRR13966840,none,none
ERR3012725,none,none
ERR4626386,none,none
SRR13194637,mecA,none
ERR593130,mecA,none
SRR14673747,mecA,none
SRR10179144,mecA,none
SRR577021,mecA,none
SRR647369,mecA,none
ERR1588663,none,none
ERR593605,mecA,none
ERR1904221,none,none
ERR4626602,none,none
SRR3729289,none,none
SRR4195754,mecA,none
ERR3991256,mecA,none
SRR15461039,mecA,none
ERR234965,mecA,none
SRR13995778,none,none
SRR13450758,none,none
ERR5055802,none,none
SRR13803156,mecA,none
SRR10179312,mecA,none
SRR14016965,none,none
ERR3623583,mecA,none
SRR6346891,mecA,none
SRR6347221,none,none
ERR1201355,none,none
ERR593156,mecA,none
SRR1014719,mecA,none
SRR3731695,none,none
ERR107793,mecA,none
ERR1753403,none,none
ERR2137526,mecA,none
ERR4845631,none,none
SRR13995718,none,none
SRR13968232,mecA,none
SRR5244766,none,none
ERR1050517,mecA,none
SRR14301254,mecA,none
SRR1539726,none,none
ERR5055923,none,none
SRR12079109,none,none
ERR1213748,none,none
ERR1592224,none,none
SRR12586780,mecA,none
ERR163616,mecA,none
SRR5250024,none,none
SRR9026225,none,none
SRR13450688,none,none
SRR14673781,mecA,none
SRR13967678,none,none
SRR11016306,mecA,none
SRR3731802,none,none
SRR5313826,mecA,none
SRR12960645,none,none
ERR4845712,mecA,none
SRR5909160,mecA,none
SRR15461060,mecA,none
SRR796723,mecA,none
SRR6332132,none,none
SRR10717205,mecA,none
SRR13733186,mecA,none
SRR2046782,mecA,none
ERR4899879,mecA,none
ERR1143471,none,none
SRR12472644,mecA,none
SRR12952370,none,none
ERR134744,mecA,none
SRR10905597,mecA,none
SRR6347171,none,none
SRR3728425,none,none
SRR2171484,none,none
SRR11278593,none,none
SRR7296877,mecA,none
SRR12586699,mecA,none
SRR11318243,none,none
ERR496922,mecA,none
SRR13967005,none,none
ERR237652,mecA,none
SRR8592694,mecA,none
ERR107907,mecA,none
ERR1041015,none,none
ERR107952,mecA,none
SRR13803225,mecA,none
SRR7840165,mecA,none
ERR156465,mecA,none
SRR7825306,mecA,none
SRR13298026,none,none
SRR8399151,mecA,none
SRR12233454,mecA,none
SRR3728501,none,none
ERR1196012,mecA,none
SRR10728545,mecA,none
ERR593619,mecA,none
SRR6346998,none,none
ERR158993,mecA,none
SRR12972268,none,none
ERR4626480,none,none
ERR1891843,mecA,none
SRR3729145,none,none
ERR086079,mecA,none
ERR1197491,mecA,none
SRR1522338,mecA,none
ERR769143,mecA,none
SRR3730511,none,none
SRR3418894,mecA,none
SRR7983639,mecA,none
ERR246608,none,none
SRR3731674,none,none
SRR6347253,none,none
ERR045063,none,none
SRR5250307,mecA,none
ERR163677,mecA,none
SRR13995922,none,none
SRR13968068,none,none
SRR6938501,mecA,none
ERR129286,mecA,none
SRR3728415,none,none
SRR3730734,none,none
ERR7162689,none,none
SRR3728548,none,none
SRR13967699,none,none
ERR2072571,mecA,none
SRR7297537,mecA,none
SRR7839752,mecA,none
ERR2072550,mecA,none
SRR11787416,mecA,none
SRR3729413,mecA,none
ERR352966,mecA,none
SRR577016,mecA,none
SRR12472878,none,none
SRR7839812,none,none
SRR14017047,none,none
SRR13061248,none,none
DRR123120,mecA,none
ERR2309527,none,none
ERR5055888,none,none
ERR4626378,mecA,none
SRR8199306,mecA,none
ERR137389,mecA,none
SRR5054966,none,none
SRR5251303,none,none
ERR1753384,none,none
SRR11139416,mecA,none
SRR13967156,none,none
SRR12472463,none,none
SRR3728436,none,none
SRR7867571,mecA,none
ERR1227373,mecA,none
SRR10393653,mecA,none
SRR8872614,mecA,none
ERR7162647,none,none
SRR4360228,none,none
SRR1178206,mecA,none
ERR5055997,none,none
SRR15274985,none,none
SRR11996402,mecA,none
SRR14016974,none,none
SRR6346861,none,none
SRR10426528,mecC,none
ERR5052553,mecA,none
ERR2059799,mecA,none
SRR1178171,mecA,none
SRR16074826,none,none
SRR5251260,none,none
SRR12481448,mecA,none
ERR3623901,mecA,none
ERR1041058,mecA,none
SRR15461014,mecA,none
SRR7839608,mecA,none
SRR6938610,none,none
SRR6475663,mecA,none
SRR5244930,mecA,none
SRR14017253,none,none
SRR3418799,mecA,none
SRR12952178,none,none
SRR6332116,none,none
SRR3730766,none,none
SRR3418796,mecA,none
SRR5986756,mecA,none
SRR12079001,none,none
SRR1162375,mecA,none
SRR1172592,mecA,none
SRR10179282,mecA,none
ERR2072451,mecA,none
ERR2072492,mecA,none
ERR134653,mecA,none
ERR496908,mecA,none
SRR13967775,none,none
ERR2059556,mecA,none
SRR15275068,none,none
SRR10179272,mecA,none
ERR1195921,mecA,none
SRR6347084,none,none
ERR4015232,none,none
ERR594051,mecA,none
ERR5052565,mecA,none
SRR14291831,none,none
ERR230304,mecA,none
SRR14193236,none,none
ERR1715478,none,none
SRR13450728,mecA,none
ERR8098342,none,none
ERR485559,mecA,none
SRR14017202,none,none
SRR5909245,mecA,none
SRR14017210,none,none
ERR866472,mecA,none
ERR246604,none,none
SRR13968178,none,none
SRR8810247,mecA,none
ERR485198,mecA,none
ERR124515,mecA,none
SRR7297470,mecA,none
SRR13968681,none,none
SRR2053907,mecA,none
SRR5415343,mecA,none
ERR109487,none,none
ERR4900013,mecA,none
SRR8074842,mecA,none
ERR3148094,none,none
ERR1197238,mecA,none
SRR13967102,none,none
SRR5202229,mecA,none
SRR12333140,mecA,none
ERR1700065,none,none
ERR3012723,none,none
SRR10179237,mecA,none
SRR14017203,none,none
ERR234978,mecA,none
ERR234897,mecA,none
SRR14673307,mecA,none
SRR14119043,mecA,none
ERR134857,mecA,none
SRR16542511,mecA,none
ERR1699944,none,none
ERR1197254,mecA,none
SRR6346847,none,none
SRR3728925,mecA,none
ERR4845663,none,none
SRR13194797,mecA,none
SRR6171532,none,none
ERR593181,mecA,none
SRR8352235,mecA,none
ERR129325,mecA,none
ERR1753387,none,none
SRR3729467,none,none
ERR086049,mecA,none
SRR12952371,none,none
ERR158739,mecA,none
SRR13967988,none,none
SRR12472638,mecA,none
SRR11016219,mecA,none
SRR5369608,none,none
ERR5442456,mecA,none
ERR177186,mecA,none
ERR1723985,none,none
SRR13967842,none,none
SRR5250624,none,none
SRR5202261,mecA,none
SRR5250193,mecA,none
SRR10393805,mecA,none
SRR6304976,mecA,none
ERR2506455,mecA,none
SRR12472877,none,none
SRR13968287,none,none
ERR3498235,mecA,none
SRR6347180,mecA,none
SRR6332182,none,none
ERR4013651,none,none
SRR3729040,mecA,none
SRR5250051,none,none
ERR064936,none,none
ERR505351,mecA,none
ERR158800,mecA,none
ERR1041054,mecA,none
ERR1041027,mecA,none
ERR159036,mecA,none
SRR5244867,mecA,none
SRR1169460,mecA,none
SRR5251271,none,none
SRR3728395,none,none
SRR13995741,none,none
ERR2525343,mecA,none
SRR1178147,mecA,none
SRR12472462,none,none
SRR13967698,none,none
SRR12472573,none,none
ERR2506424,mecA,none
ERR5083329,none,none
ERR302718,mecA,none
SRR8810232,mecA,none
SRR12342917,mecA,none
SRR13825390,mecA,none
ERR1040777,mecA,none
SRR15204666,mecA,none
SRR13194792,mecA,none
SRR3419152,mecA,none
ERR118336,mecA,none
SRR3418498,mecA,none
ERR045058,mecA,none
SRR10179162,mecA,none
ERR124441,mecA,none
ERR4845741,none,none
SRR11850307,none,none
SRR15275084,none,none
SRR5237408,none,none
SRR13966803,none,none
SRR14017207,none,none
ERR353033,mecA,none
SRR14016927,none,none
SRR11214706,none,none
ERR2533731,mecA,none
SRR8872492,mecA,none
SRR14231369,none,none
SRR3194943,mecA,none
ERR038167,mecA,none
SRR1178200,mecA,none
SRR13968564,none,none
ERR159039,mecA,none
SRR13967025,none,none
ERR4014937,none,none
SRR14193252,none,none
SRR13966789,none,none
SRR13966948,none,none
ERR1699839,none,none
SRR3729216,mecA,none
SRR5250712,none,none
SRR3728546,none,none
ERR158681,mecA,none
SRR15461086,mecA,none
ERR2072588,mecA,none
ERR358004,mecA,none
ERR107825,mecA,none
SRR5415485,mecA,none
SRR796686,mecA,none
ERR3623535,mecA,none
ERR5442438,none,none
ERR1943908,mecA,none
ERR4662243,none,none
SRR7748036,mecA,none
SRR5250606,none,none
ERR4845776,mecA,none
SRR15460584,mecA,none
SRR13967872,none,none
SRR13298051,none,none
SRR12124551,mecA,none
SRR3194894,mecA,none
ERR380534,mecA,none
SRR11278591,none,none
ERR2072580,mecA,none
SRR1159755,mecA,none
SRR5369703,mecA,none
ERR1700086,none,none
SRR14571922,none,none
SRR15882851,none,none
SRR7983577,mecA,none
ERR360217,mecA,none
ERR2145187,mecA,none
SRR14017120,none,none
SRR6938579,mecA,none
ERR3495006,mecA,none
ERR118354,mecA,none
SRR1655273,mecA,none
ERR223166,mecA,none
ERR2525326,mecA,none
SRR3729009,none,none
DRR123183,mecA,none
ERR3498239,mecA,none
SRR8278170,mecA,none
SRR8592698,mecA,none
SRR10717220,mecA,none
SRR11996434,mecA,none
SRR13803341,mecA,none
SRR16542505,mecA,none
ERR163574,mecA,none
SRR7867542,mecA,none
SRR13995856,none,none
ERR084584,mecA,none
ERR3991224,mecA,none
ERR5055720,none,none
ERR1723962,mecA,none
SRR13733371,mecA,none
ERR2533486,mecA,none
ERR358027,mecA,none
SRR14193254,none,none
ERR7162581,none,none
SRR11850409,mecA,none
SRR5250214,none,none
ERR732898,mecA,none
ERR1588666,none,none
SRR13803347,mecA,none
SRR18339419,none,none
SRR16542503,mecA,none
ERR1891775,mecA,none
ERR2072515,mecA,none
ERR1069824,none,none
SRR12333085,mecA,none
SRR12472822,none,none
SRR15460692,mecA,none
ERR1143499,none,none
SRR5250582,none,none
SRR15460809,mecA,none
SRR6118106,mecA,none
ERR1715335,none,none
ERR3012819,mecA,none
ERR330985,mecA,none
SRR6938588,mecA,none
SRR3728381,none,none
ERR5055876,none,none
SRR10717433,mecA,none
SRR5226509,none,none
SRR15460639,mecA,none
ERR1195637,mecA,none
ERR2072624,mecA,none
ERR5055711,none,none
SRR11214707,none,none
ERR4845664,none,none
SRR5249841,none,none
SRR1655652,none,none
SRR13803150,mecA,none
ERR134404,mecA,none
ERR124448,mecA,none
ERR084524,mecA,none
ERR134684,mecA,none
SRR13967358,none,none
ERR2137239,none,none
SRR13967795,none,none
DRR180574,mecA;mecC2,none
SRR13995679,none,none
ERR1699942,none,none
SRR11612750,mecA,none
ERR1904144,none,none
ERR593828,mecA,none
ERR3494930,mecA,none
SRR15461120,mecA,none
ERR355906,mecA,none
ERR4013714,none,none
ERR1943744,mecA,none
SRR651389,mecA,none
SRR12472480,none,none
ERR5055841,none,none
SRR11850385,mecA,none
ERR7446566,none,none
ERR1723828,mecA,none
ERR177178,mecA,none
SRR15602536,none,none
SRR13802967,mecA,none
SRR8809974,mecA,none
ERR957833,mecA,none
ERR230305,mecA,none
ERR3494780,mecA,none
SRR7764581,mecA,none
ERR2072579,mecA,none
SRR13995964,none,none
SRR11996451,mecA,none
ERR107857,mecA,none
ERR111114,mecA,none
SRR12972252,none,none
SRR13450714,none,none
SRR3731666,none,none
SRR1177921,mecA,none
SRR1539683,none,none
SRR12701072,mecA,none
ERR1195774,mecA,none
SRR14923804,none,none
SRR5250089,none,none
SRR11850430,mecA,none
SRR15460538,mecA,none
SRR13450726,none,none
SRR11526837,mecA,none
SRR4140069,mecA,none
SRR5244937,mecA,none
SRR8872563,none,none
ERR2525224,mecA,none
SRR16542516,mecA,none
SRR11612814,none,none
SRR5226442,none,none
SRR4360357,none,none
SRR5250153,none,none
SRR13194618,mecA,none
SRR16542533,mecA,none
SRR7653533,mecA,none
ERR2533514,mecA,none
SRR13149194,none,none
SRR5250432,none,none
SRR1178195,mecA,none
SRR5486369,mecA,none
SRR5369579,none,none
SRR3731509,none,none
ERR3012820,mecA,none
ERR2232652,mecA,none
SRR7296988,mecA,none
SRR5249879,none,none
ERR4911758,none,none
SRR5415392,mecA,none
SRR10102443,mecA,none
SRR14193241,none,none
ERR1195738,mecA,none
SRR15275074,mecA,none
ERR357875,mecA,none
ERR033080,mecA,none
SRR5415241,mecA,none
SRR3729422,none,none
SRR3731471,none,none
ERR2145257,mecA,none
SRR15928260,none,none
ERR163451,mecA,none
SRR5369605,none,none
SRR5250577,none,none
ERR4845639,none,none
SRR3728645,none,none
SRR3731765,none,none
SRR11850330,none,none
ERR3938598,none,none
ERR1069923,none,none
SRR14802804,mecA,none
SRR13194683,mecA,none
SRR2057032,mecA,none
SRR5226470,none,none
SRR7296981,mecA,none
SRR5313904,mecA,none
SRR7297582,mecA,none
SRR1539745,none,none
SRR3728494,none,none
ERR5055774,none,none
ERR1197479,mecA,none
ERR594179,mecA,none
ERR159025,mecA,none
ERR1700042,none,none
SRR8872510,none,none
SRR3418831,mecA,none
SRR13968227,none,none
ERR732870,mecA,none
SRR3418696,mecA,none
SRR13968715,none,none
SRR6346885,none,none
ERR302761,mecA,none
SRR13966791,none,none
SRR8278149,mecA,none
SRR7747975,mecA,none
SRR3419117,mecA,none
ERR5052537,none,none
SRR1301150,mecA,none
SRR6347178,mecA,none
SRR13689529,mecA,none
ERR2072335,none,none
ERR7681390,none,none
SRR3730756,none,none
SRR13968431,none,none
ERR1891813,mecA,none
SRR17789971,none,none
SRR16542466,mecA,none
ERR2533593,mecA,none
SRR646402,mecA,none
ERR4911727,none,none
SRR3437704,mecA,none
SRR6938437,none,none
SRR12701046,none,none
SRR3731861,none,none
SRR15460729,mecA,none
SRR10717512,mecA,none
SRR12473010,mecA,none
ERR4911815,none,none
SRR1177898,mecA,none
ERR234901,mecA,none
SRR13733149,mecA,none
SRR7653490,mecA,none
SRR5415325,mecA,none
ERR3494619,mecA,none
ERR2506420,mecC,none
SRR6347206,none,none
SRR5926159,mecA,none
SRR3194891,mecA,none
SRR8602040,none,none
SRR2962721,mecA,none
SRR1178210,mecA,none
SRR15460624,mecA,none
SRR3730688,none,none
SRR14571900,none,none
SRR13967063,none,none
SRR17789717,none,none
SRR11787401,mecA,none
ERR246647,none,none
SRR4139993,mecA,none
SRR11996417,mecA,none
SRR13967455,none,none
SRR13967892,none,none
ERR159027,mecA,none
DRR123139,mecA,none
SRR15460626,mecA,none
SRR5226418,none,none
SRR14571903,none,none
SRR5244817,none,none
SRR5714676,none,none
ERR360269,mecA,none
ERR957912,mecA,none
SRR13995853,none,none
ERR302745,mecA,none
ERR866473,mecA,none
ERR1143523,none,none
SRR13481053,mecA,none
SRR3418922,mecA,none
ERR1891840,mecA,none
ERR4845680,none,none
ERR2059667,mecA,none
SRR17952353,mecA,none
SRR13967741,none,none
ERR118385,mecA,none
SRR11567648,mecA,none
ERR1723987,none,none
ERR234984,mecA,none
SRR15460456,mecA,none
ERR1943906,mecA,none
SRR7867451,mecA,none
SRR11850407,mecA,none
SRR11567657,none,none
SRR7653530,mecA,none
ERR2072612,mecA,none
SRR11526861,mecA,none
ERR2525254,mecA,none
ERR163633,mecA,none
SRR6118119,none,none
SRR5381890,none,none
ERR1592177,none,none
ERR4845709,none,none
SRR5887024,none,none
SRR3729363,none,none
SRR3730896,none,none
ERR1040951,mecA,none
SRR3729121,mecA,none
DRR123070,mecA,none
SRR7839756,mecA,none
SRR5250656,none,none
ERR302810,mecA,none
SRR7839891,none,none
ERR163729,mecA,none
SRR5250094,none,none
SRR14673313,mecA,none
SRR12472828,none,none
SRR6346875,mecA,none
SRR13802964,mecA,none
SRR5815610,none,none
ERR246599,none,none
SRR10038392,mecA,none
SRR13966919,none,none
ERR1591800,mecA,none
ERR485263,mecA,none
ERR064958,mecA,none
SRR1049477,mecA,none
SRR3728674,none,none
SRR13450708,none,none
SRR13967130,none,none
ERR1753390,none,none
SRR14119037,mecA,none
ERR3623774,mecA,none
ERR3623707,mecA,none
SRR5714660,none,none
SRR3730541,none,none
SRR12472486,mecA,none
SRR10393772,mecA,none
SRR3194890,mecA,none
SRR15041152,mecA,none
SRR5250751,none,none
ERR4015236,none,none
SRR5415347,mecA,none
SRR15041166,mecA,none
SRR5251387,mecA,none
SRR10717191,mecA,none
SRR3730868,none,none
ERR2533546,mecA,none
SRR7839407,mecA,none
SRR15903538,none,none
SRR12079154,none,none
ERR4911816,none,none
ERR159061,mecA,none
ERR5432550,none,none
SRR3728600,none,none
SRR13767917,mecA,none
ERR1143447,none,none
ERR3012796,mecA,none
SRR13825554,mecA,none
ERR3494847,mecA,none
SRR13967378,none,none
SRR10426536,mecC,none
SRR10179053,mecA,none
ERR4013683,none,none
ERR517317,mecA,none
SRR5428119,none,none
SRR10717341,mecA,none
SRR5415328,mecA,none
SRR14716883,none,none
ERR496763,mecA,none
SRR3418455,mecA,none
SRR6347121,none,none
SRR8241496,mecA,none
ERR163544,mecA,none
ERR053014,mecA,none
ERR2072436,mecA,none
SRR12972265,none,none
SRR11787418,mecA,none
ERR1943752,none,none
SRR10728151,mecA,none
SRR13995654,none,none
ERR084509,mecA,none
SRR14231441,none,none
SRR3731731,none,none
SRR16542542,mecA,none
SRR5251405,none,none
SRR6346922,none,none
SRR10717462,mecA,none
SRR3419038,mecA,none
ERR3623713,mecA,none
SRR6118124,none,none
SRR10906029,none,none
ERR2059670,mecA,none
ERR118395,mecA,none
ERR4015167,none,none
ERR107869,mecA,none
ERR2525232,mecA,none
ERR129291,mecA,none
ERR3938628,none,none
ERR2533583,mecA,none
SRR5415158,mecA,none
SRR13803686,mecA,none
SRR8733534,mecA,none
ERR4626536,none,none
ERR4899915,none,none
SRR3419017,mecA,none
ERR1891890,none,none
SRR3418900,mecA,none
ERR3012727,none,none
SRR12473022,mecA,none
SRR3419003,mecA,none
SRR12344212,mecA,none
ERR1769119,mecA,none
ERR1943715,mecA,none
SRR11788008,none,none
ERR134866,mecA,none
SRR10126927,mecA,none
SRR3728437,none,none
ERR2525265,mecA,none
SRR3418732,mecA,none
SRR11850361,mecA,none
SRR7867549,mecA,none
SRR3728784,none,none
ERR4845762,mecA,none
SRR6938419,none,none
SRR13803416,mecA,none
SRR1539763,none,none
ERR4013681,none,none
ERR4015089,none,none
SRR11809907,mecA,none
SRR6938612,none,none
SRR7297225,mecA,none
ERR517395,mecA,none
SRR917604,mecA,none
SRR6171535,none,none
SRR6938515,none,none
SRR6171098,none,none
SRR13825388,mecA,none
SRR11567666,mecA,none
SRR11567695,mecA,none
SRR9700789,mecA,none
SRR6938397,none,none
SRR13174201,none,none
SRR13966940,none,none
SRR3729076,none,none
ERR7162600,none,none
ERR134743,mecA,none
ERR5055952,mecA,none
ERR156472,mecA,none
ERR064947,mecA,none
SRR3730567,none,none
ERR158999,mecA,none
SRR1172611,mecA,none
ERR1069861,none,none
SRR10102400,mecA,none
SRR14673275,mecA,none
SRR6053655,none,none
SRR10179087,mecA,none
ERR158765,mecA,none
ERR4013673,none,none
ERR118408,mecA,none
ERR107864,mecA,none
SRR11471989,none,none
SRR5250547,none,none
SRR14923792,none,none
SRR5054916,none,none
SRR7839750,mecA,none
SRR15461091,mecA,none
SRR13966817,none,none
SRR3730618,mecA,none
SRR10179081,mecA,none
ERR118563,mecA,none
SRR17772253,mecA,none
ERR593177,mecA,none
SRR3730716,none,none
SRR13967257,none,none
ERR7162686,none,none
SRR1539690,none,none
SRR13802948,mecA,none
SRR9026179,none,none
ERR2506429,mecA,none
ERR2506366,mecA,none
SRR12472668,none,none
ERR1195994,mecA,none
SRR13967111,none,none
SRR12960625,none,none
SRR5249963,mecA,none
SRR6938425,none,none
ERR118468,mecA,none
ERR8288652,none,none
SRR5886993,none,none
ERR2059604,mecA,none
ERR4626371,none,none
SRR15460700,mecA,none
SRR4140048,mecA,none
ERR1891901,mecA,none
SRR5887005,none,none
ERR2525313,mecA,none
ERR163653,mecA,none
ERR2525339,mecA,none
ERR137353,mecA,none
SRR17952307,mecA,none
SRR8602084,none,none
SRR5250158,none,none
ERR3012664,none,none
ERR957915,mecA,none
SRR13367367,mecC,none
ERR517311,mecA,none
SRR13968110,none,none
ERR237644,mecA,none
SRR5250348,none,none
SRR6332102,none,none
SRR16006961,mecA,none
ERR1904199,none,none
SRR14571872,none,none
ERR357919,mecA,none
ERR064935,mecA,none
SRR5251371,mecA,none
SRR7538265,mecA,none
SRR7748123,none,none
SRR12124566,mecA,none
SRR11187837,mecA,none
SRR13967145,none,none
ERR064957,mecA,none
SRR5226515,none,none
SRR6118069,none,none
SRR5250189,none,none
SRR6347145,none,none
SRR5202202,mecA,none
ERR302799,mecA,none
ERR134803,mecA,none
SRR13967475,mecA,none
SRR1178191,mecA,none
SRR1955924,mecA,none
SRR7867607,mecA,none
SRR16542415,mecA,none
SRR10905593,mecA,none
SRR13825410,mecA,none
SRR13967669,none,none
SRR3419062,mecA,none
ERR357892,mecA,none
ERR961618,none,none
ERR7162593,none,none
ERR2072407,mecA,none
SRR5202213,mecA,none
ERR2685219,mecA,none
SRR13061300,none,none
ERR485219,mecA,none
SRR15461122,mecA,none
SRR13995421,none,none
ERR118362,mecA,none
SRR11996443,mecA,none
SRR1178115,mecA,none
SRR3419041,mecA,none
SRR13968635,none,none
SRR3731550,none,none
ERR357908,mecA,none
SRR3728643,none,none
SRR11235180,mecC,none
SRR13803310,mecA,none
ERR064926,mecA,none
SRR6347099,none,none
SRR17118763,mecA,none
ERR485546,mecA,none
SRR1522398,mecA,none
ERR1723837,mecA,none
ERR485505,mecA,none
ERR594170,mecA,none
ERR1891800,mecA,none
ERR1040843,mecA,none
ERR111107,mecA,none
SRR6491097,mecA,none
SRR7297242,mecA,none
ERR163457,mecA,none
SRR5251315,mecA,none
SRR13967019,none,none
SRR6938473,none,none
SRR8810453,mecA,none
SRR7867461,mecA,none
ERR1891805,mecA,none
SRR7983706,mecA,none
ERR593225,mecA,none
ERR1195827,mecA,none
ERR230347,mecA,none
SRR3194935,mecA,none
SRR8352246,mecA,none
SRR3728926,none,none
SRR15460651,mecA,none
SRR8074845,mecA,none
ERR4911867,none,none
SRR12124526,mecA,none
ERR2072559,mecA,none
SRR5250164,none,none
SRR14016899,none,none
ERR1682040,mecA,none
SRR13174280,none,none
SRR3730810,none,none
SRR3731776,none,none
ERR2533723,mecA,none
SRR5250661,none,none
SRR2053919,mecA,none
SRR7538295,mecA,none
SRR3731423,mecA,none
SRR3728732,none,none
SRR8602050,none,none
SRR7297394,mecA,none
SRR13297989,none,none
SRR7297566,mecA,none
ERR485521,mecA,none
ERR1577222,mecC,none
ERR1753414,none,none
SRR4360068,none,none
SRR5909194,mecA,none
ERR1070046,none,none
ERR134835,mecA,none
SRR11787459,mecA,none
SRR17952388,mecA,none
SRR8506886,mecA,none
SRR17789808,none,none
SRR5428122,mecA,none
ERR118556,mecA,none
ERR594071,mecA,none
SRR796714,mecA,none
ERR5055731,none,none
SRR17952382,mecA,none
SRR10179026,mecA,none
SRR796717,mecA,none
SRR12952358,none,none
SRR10717417,mecA,none
ERR158756,mecA,none
ERR3494980,mecA,none
SRR13967277,none,none
SRR13968645,none,none
ERR2525282,mecA,none
SRR7297469,mecA,none
SRR3728529,none,none
SRR6347316,none,none
SRR15461065,mecA,none
SRR12079163,none,none
SRR5909210,mecA,none
SRR5244953,mecA,none
ERR118588,mecA,none
ERR353016,mecA,none
SRR12343617,mecA,none
SRR12343620,mecA,none
SRR8809976,mecA,none
SRR14673730,mecA,none
ERR023880,mecA,none
SRR7296772,mecA,none
SRR7983572,mecA,none
SRR13968033,none,none
SRR4019293,mecA,none
SRR13966944,none,none
SRR6304977,mecA,none
SRR5250101,none,none
ERR2533703,mecA,none
SRR5415460,mecA,none
SRR5250697,mecA,none
SRR8872511,none,none
ERR1592217,mecA,none
ERR594086,mecA,none
SRR5250572,mecA,none
SRR5054969,none,none
SRR12472539,none,none
ERR505346,none,none
DRR123137,mecA,none
SRR3731882,none,none
ERR505396,none,none
SRR15460706,mecA,none
ERR1041156,mecA,none
SRR12472759,mecA,none
SRR14016973,none,none
SRR3731779,none,none
SRR13996068,none,none
SRR13174213,none,none
SRR15041129,mecA,none
ERR118511,mecA,none
SRR1178176,mecA,none
SRR13803642,mecA,none
ERR109519,none,none
ERR4911742,none,none
SRR8602031,none,none
ERR1904051,none,none
SRR12586771,mecA,none
ERR2525304,mecA,none
SRR13481055,mecA,none
ERR2232659,mecA,none
ERR4662270,none,none
SRR10179245,mecA,none
ERR1723970,mecA,none
SRR11278597,none,none
SRR13181786,mecA,none
SRR15460621,mecA,none
SRR3731493,none,none
SRR7905735,mecA,none
SRR14673361,mecA,none
ERR2232594,mecA,none
ERR1592235,none,none
ERR1070064,none,none
SRR3437748,mecA,none
ERR2533564,mecA,none
SRR10717195,mecA,none
ERR3623795,mecA,none
ERR1197184,mecA,none
ERR5432460,none,none
SRR3730901,none,none
SRR5250611,mecA,none
SRR3418706,mecA,none
SRR11850448,mecA,none
ERR1943764,mecA,none
ERR084556,mecA,none
SRR12472528,none,none
SRR5226536,none,none
SRR12952165,none,none
SRR11364520,mecA,none
SRR15827503,none,none
SRR16542460,mecA,none
ERR118586,mecA,none
SRR13966951,none,none
SRR14673760,mecA,none
ERR2059587,mecA,none
SRR5415486,mecA,none
SRR1656003,none,none
SRR3730843,none,none
SRR10717499,mecA,none
SRR5887183,none,none
ERR1715334,none,none
ERR593132,mecA,none
SRR13995658,none,none
SRR13481113,mecA,none
SRR13968620,none,none
ERR036041,mecA,none
ERR2232601,mecA,none
SRR12472669,none,none
ERR1197499,mecA,none
SRR9026208,none,none
ERR118576,mecA,none
SRR3418713,mecA,none
ERR4015199,none,none
SRR13995596,none,none
SRR15460687,mecA,none
SRR12649563,none,none
SRR3730617,none,none
